beta,diverged,d_final,d_max,d_lastq,d_prevq,drift,L2_channel,plate_u
64.0,False,0.19433351835595897,0.19433351835595897,0.16550475237567658,0.11101262587142,0.17439877585426475,0.44722830791201984,0.19620928462469994
200.0,False,0.304419014855646,0.304419014855646,0.24176019922399572,0.1417990252705251,0.32077231952268126,0.8049797358404995,0.4716186540435465
600.0,False,1.3996643368640482,1.3996643368640482,0.9589770269138755,0.35598075299850657,1.9351071523923145,4.133197959026819,3.5669576616032836
2000.0,False,3.0135503444324794,3.0135503444324794,2.8708204452913897,2.2718759381620544,1.9040821228376896,6.507526473345104,3.6353506449135136
6000.0,False,3.3688541765919564,3.3688541765919564,3.3427162928955205,3.164897854913197,0.5625033930167697,5.635269053028871,3.0466797578478744
