beta,diverged,d_final,d_max,d_tail_mean,d_tail_std,u_final,L2_channel,plate_u
64.0,False,0.36080656463404426,0.36080656463404426,0.33722587981365226,0.013928412466099322,0.3333325193937391,0.5142529730653101,0.2545433552676553
200.0,False,0.8647000271015971,0.8647000271015971,0.7651896766081491,0.057442633651625614,1.1538609627815062,1.397369907866041,1.1545527576153667
600.0,False,2.378391405779631,2.378391405779631,2.3194396645426174,0.033447391890113046,2.0985169921321454,2.6934099408600414,2.098412000272685
2000.0,False,3.1586738151602636,3.1587259483309333,3.15749243125406,0.001206638337727966,1.8879030208103451,3.777162442656901,1.886524987622258
