step,ideal-valve-2D-000029 - data/time
137502,1.375010000000541
138002,1.380010000000573
138502,1.385010000000606
139002,1.390010000000639
139502,1.395010000000672
140002,1.400010000000704
140502,1.405010000000737
141002,1.41001000000077
141502,1.415010000000803
142002,1.4200100000008349
142502,1.425010000000868
143002,1.430010000000901
143502,1.435010000000934
144002,1.440010000000966
144502,1.445010000000999
145002,1.4500100000010319
145502,1.455010000001065
146002,1.460010000001097
146502,1.4650100000011301
147002,1.4700100000011629
147502,1.475010000001196
148002,1.480010000001228
148502,1.485010000001261
149002,1.490010000001294
149502,1.495010000001327
150002,1.500010000001359
150502,1.505010000001392
151002,1.510010000001425
151502,1.5150100000014581
152002,1.52001000000149
152502,1.525010000001523
153002,1.530010000001556
153502,1.5350100000015892
154002,1.540010000001621
154502,1.545010000001654
155002,1.550010000001687
155502,1.55501000000172
156002,1.560010000001752
156502,1.565010000001785
157002,1.570010000001818
157502,1.575010000001851
158002,1.580010000001884
158502,1.585010000001916
159002,1.590010000001949
159502,1.595010000001982
160002,1.600010000002015
160502,1.6050100000020469
161002,1.61001000000208
161502,1.615010000002113
162002,1.620010000002146
162502,1.6250100000021779
163002,1.630010000002211
163502,1.6350100000022438
164002,1.640010000002277
164502,1.645010000002309
165002,1.650010000002342
165502,1.6550100000023749
166002,1.660010000002408
166502,1.66501000000244
167002,1.6700100000024731
167502,1.6750100000025059
168002,1.680010000002539
168502,1.685010000002571
169002,1.6900100000026042
169502,1.695010000002637
170002,1.70001000000267
170502,1.705010000002702
171002,1.710010000002735
171502,1.715010000002768
172002,1.7200100000028011
172502,1.725010000002833
173002,1.730010000002866
173502,1.735010000002899
174002,1.7400100000029322
174502,1.745010000002964
175002,1.750010000002997
175502,1.75501000000303
176002,1.760010000003063
176502,1.765010000003095
177002,1.770010000003128
177502,1.775010000003161
178002,1.780010000003194
178502,1.785010000003227
179002,1.790010000003259
179502,1.795010000003292
180002,1.800010000003325
180502,1.805010000003358
181002,1.8100100000033899
181502,1.815010000003423
182002,1.820010000003456
182502,1.825010000003489
183002,1.8300100000035209
183502,1.835010000003554
184002,1.840010000003587
184502,1.84501000000362
185002,1.850010000003652
185502,1.855010000003685
186002,1.8600100000037179
186502,1.865010000003751
187002,1.870010000003783
187502,1.8750100000038161
188002,1.8800100000038489
188502,1.885010000003882
189002,1.890010000003914
189502,1.8950100000039471
190002,1.90001000000398
190502,1.905010000004013
191002,1.910010000004045
191502,1.915010000004078
192002,1.920010000004111
192502,1.9250100000041441
193002,1.930010000004176
193502,1.935010000004209
194002,1.940010000004242
194502,1.9450100000042752
195002,1.950010000004307
195502,1.95501000000434
196002,1.960010000004373
196502,1.965010000004406
197002,1.970010000004438
197502,1.975010000004471
198002,1.980010000004504
198502,1.985010000004537
199002,1.99001000000457
199502,1.995010000004602
200002,2.000010000004635
200502,2.005010000004668
201002,2.010010000004701
201502,2.015010000004733
202002,2.020010000004766
202502,2.025010000004799
203002,2.030010000004832
203502,2.035010000004864
204002,2.040010000004897
204502,2.04501000000493
205002,2.050010000004963
205502,2.055010000004995
206002,2.060010000005028
206502,2.065010000005061
207002,2.070010000005094
207502,2.075010000005126
208002,2.080010000005159
208502,2.085010000005192
209002,2.090010000005225
209502,2.095010000005257
210002,2.10001000000529
210502,2.105010000005323
211002,2.110010000005356
211502,2.115010000005388
212002,2.120010000005421
212502,2.125010000005454
213002,2.130010000005487
213502,2.135010000005519
214002,2.140010000005552
214502,2.145010000005585
215002,2.150010000005618
215502,2.15501000000565
216002,2.160010000005683
216502,2.165010000005716
217002,2.170010000005749
217502,2.175010000005781
218002,2.180010000005814
218502,2.185010000005847
219002,2.19001000000588
219502,2.195010000005913
220002,2.200010000005945
220502,2.205010000005978
221002,2.2100100000060108
221502,2.215010000006044
222002,2.220010000006076
222502,2.225010000006109
223002,2.230010000006142
223502,2.235010000006175
224002,2.240010000006207
224502,2.24501000000624
225002,2.250010000006273
225502,2.255010000006306
226002,2.260010000006338
226502,2.265010000006371
227002,2.270010000006404
227502,2.275010000006437
228002,2.280010000006469
228502,2.285010000006502
229002,2.290010000006535
229502,2.295010000006568
230002,2.3000100000066
230502,2.305010000006633
231002,2.310010000006666
231502,2.315010000006699
232002,2.320010000006731
232502,2.325010000006764
233002,2.330010000006797
233502,2.33501000000683
234002,2.340010000006862
234502,2.345010000006895
235002,2.350010000006928
235502,2.355010000006961
236002,2.360010000006993
236502,2.365010000007026
237002,2.370010000007059
237502,2.375010000007092
238002,2.380010000007124
238502,2.3850100000071572
239002,2.39001000000719
239502,2.3950100000072228
240002,2.400010000007256
240502,2.405010000007288
241002,2.410010000007321
241502,2.4150100000073538
242002,2.420010000007387
242502,2.425010000007419
243002,2.430010000007452
243502,2.435010000007485
244002,2.440010000007518
244502,2.44501000000755
245002,2.450010000007583
245502,2.455010000007616
246002,2.460010000007649
246502,2.465010000007681
247002,2.470010000007714
247502,2.475010000007747
248002,2.48001000000778
248502,2.485010000007812
249002,2.490010000007845
249502,2.495010000007878
250002,2.500010000007911
250502,2.505010000007943
251002,2.510010000007976
251502,2.515010000008009
252002,2.520010000008042
252502,2.525010000008074
253002,2.530010000008107
253502,2.53501000000814
254002,2.540010000008173
254502,2.545010000008205
255002,2.550010000008238
255502,2.555010000008271
256002,2.560010000008304
256502,2.565010000008336
257002,2.570010000008369
257502,2.575010000008402
258002,2.5800100000084347
258502,2.585010000008467
259002,2.5900100000085002
259502,2.595010000008533
260002,2.6000100000085657
260502,2.605010000008599
261002,2.6100100000086313
261502,2.615010000008664
262002,2.6200100000086968
262502,2.62501000000873
263002,2.630010000008762
263502,2.635010000008795
264002,2.640010000008828
264502,2.645010000008861
265002,2.650010000008893
265502,2.655010000008926
266002,2.660010000008959
266502,2.665010000008992
267002,2.670010000009024
267502,2.675010000009057
268002,2.68001000000909
268502,2.685010000009123
269002,2.690010000009155
269502,2.695010000009188
270002,2.700010000009221
270502,2.705010000009254
271002,2.710010000009286
271502,2.715010000009319
272002,2.720010000009352
272502,2.725010000009385
273002,2.730010000009417
273502,2.73501000000945
274002,2.740010000009483
274502,2.745010000009516
275002,2.750010000009548
275502,2.755010000009581
276002,2.760010000009614
276502,2.765010000009647
277002,2.770010000009679
277502,2.775010000009712
278002,2.780010000009745
278502,2.785010000009778
279002,2.79001000000981
279502,2.7950100000098432
280002,2.800010000009876
280502,2.8050100000099087
281002,2.810010000009941
281502,2.8150100000099743
282002,2.820010000010007
282502,2.8250100000100398
283002,2.830010000010073
283502,2.835010000010105
284002,2.840010000010138
284502,2.845010000010171
285002,2.850010000010204
285502,2.855010000010236
286002,2.860010000010269
286502,2.865010000010302
287002,2.870010000010335
287502,2.875010000010367
288002,2.8800100000104
288502,2.885010000010433
289002,2.890010000010466
289502,2.895010000010498
290002,2.900010000010531
290502,2.905010000010564
291002,2.910010000010597
291502,2.915010000010629
292002,2.920010000010662
292502,2.925010000010695
293002,2.930010000010728
293502,2.93501000001076
294002,2.940010000010793
294502,2.945010000010826
295002,2.950010000010859
295502,2.955010000010891
296002,2.960010000010924
296502,2.965010000010957
297002,2.97001000001099
297502,2.975010000011022
298002,2.980010000011055
298502,2.985010000011088
299002,2.990010000011121
299502,2.995010000011153
300001,3.000000000011186
