step,ideal-valve-2D-000029 - data/time
2,1e-05
3,2e-05
501,0.005009999999999964
1001,0.01000999999999976
1501,0.01500999999999956
2001,0.02000999999999935
2501,0.02500999999999915
3001,0.03000999999999895
3502,0.03501000000000005
4002,0.04001000000000158
4502,0.04501000000000311
5002,0.05001000000000464
5502,0.05501000000000617
6002,0.0600100000000077
6502,0.06501000000000749
7002,0.07001000000000555
7502,0.07501000000000362
8002,0.08001000000000168
8501,0.08500999999999974
9001,0.0900099999999978
9501,0.09500999999999586
10001,0.1000099999999939
10501,0.105009999999992
11001,0.11000999999999
11501,0.1150099999999881
12001,0.1200099999999862
12501,0.1250099999999842
13001,0.1300099999999892
13501,0.1350099999999942
14001,0.1400099999999992
14502,0.1450100000000042
15002,0.1500100000000092
15502,0.1550100000000142
16002,0.1600100000000192
16502,0.1650100000000242
17002,0.1700100000000292
17502,0.1750100000000342
18002,0.1800100000000392
18502,0.1850100000000443
19002,0.1900100000000493
19502,0.1950100000000543
20002,0.2000100000000593
20502,0.2050100000000643
21002,0.2100100000000693
21502,0.2150100000000743
22002,0.2200100000000793
22502,0.2250100000000843
23002,0.2300100000000893
23502,0.2350100000000943
24002,0.2400100000000993
24502,0.2450100000001043
25002,0.2500100000001093
25502,0.2550100000001143
26002,0.2600100000001193
26502,0.2650100000001243
27002,0.2700100000001293
27502,0.2750100000001343
28002,0.2800100000001393
28502,0.2850100000001443
29002,0.2900100000001493
29502,0.2950100000001543
30002,0.3000100000001593
30502,0.3050100000001643
31002,0.3100100000001693
31502,0.3150100000001743
32002,0.3200100000001793
32502,0.3250100000001843
33002,0.3300100000001893
33502,0.3350100000001943
34002,0.3400100000001993
34502,0.3450100000002043
35002,0.3500100000002093
35502,0.3550100000002143
36002,0.3600100000002193
36502,0.3650100000002243
37002,0.3700100000002293
37502,0.3750100000002343
38002,0.3800100000002393
38502,0.3850100000002443
39002,0.3900100000002493
39502,0.3950100000002543
40002,0.4000100000002593
40502,0.4050100000002643
41002,0.4100100000002693
41502,0.4150100000002743
42002,0.4200100000002793
42502,0.4250100000002843
43002,0.4300100000002893
43502,0.4350100000002943
44002,0.4400100000002993
44502,0.4450100000003043
45002,0.4500100000003093
45502,0.4550100000003143
46002,0.4600100000003193
46502,0.4650100000003243
47002,0.4700100000003293
47502,0.4750100000003343
48002,0.4800100000003393
48502,0.4850100000003443
49002,0.4900100000003493
49502,0.4950100000003543
50002,0.5000100000003592
50502,0.5050100000003365
51002,0.5100100000003137
51502,0.515010000000291
52002,0.5200100000002682
52502,0.5250100000002454
53002,0.5300100000002227
53502,0.5350100000001999
54002,0.5400100000001772
54502,0.5450100000001544
55002,0.5500100000001317
55502,0.5550100000001089
56002,0.5600100000000862
56502,0.5650100000000634
57002,0.5700100000000407
57502,0.5750100000000179
58001,0.5800099999999951
58501,0.5850099999999724
59001,0.5900099999999496
59501,0.5950099999999269
60001,0.6000099999999041
60501,0.6050099999998814
61001,0.6100099999998586
61501,0.6150099999998359
62001,0.6200099999998131
62501,0.6250099999997903
63001,0.6300099999997676
63501,0.6350099999997448
64001,0.6400099999997221
64501,0.6450099999996993
65001,0.6500099999996766
65501,0.6550099999996538
66001,0.6600099999996311
66501,0.6650099999996083
67001,0.6700099999995855
67501,0.6750099999995628
68001,0.68000999999954
68501,0.6850099999995173
69001,0.6900099999994945
69501,0.6950099999994718
70001,0.700009999999449
70501,0.7050099999994263
71001,0.7100099999994035
71501,0.7150099999993808
72001,0.720009999999358
72501,0.7250099999993352
73001,0.7300099999993125
73501,0.7350099999992897
74001,0.740009999999267
74501,0.7450099999992442
75001,0.7500099999992215
75501,0.7550099999991987
76001,0.760009999999176
76501,0.7650099999991532
77001,0.7700099999991304
77501,0.7750099999991077
78001,0.7800099999990849
78501,0.7850099999990622
79001,0.7900099999990394
79501,0.7950099999990167
80001,0.8000099999989939
80501,0.8050099999989712
81001,0.8100099999989484
81501,0.8150099999989256
82001,0.8200099999989029
82501,0.8250099999988801
83001,0.8300099999988574
83501,0.8350099999988346
84001,0.8400099999988119
84501,0.8450099999987891
85001,0.8500099999987664
85501,0.8550099999987436
86001,0.8600099999987209
86501,0.8650099999986981
87001,0.8700099999986753
87501,0.8750099999986526
88001,0.8800099999986298
88501,0.8850099999986071
89001,0.8900099999985843
89501,0.8950099999985616
90001,0.9000099999985388
90501,0.9050099999985161
91001,0.9100099999984933
91501,0.9150099999984705
92001,0.9200099999984478
92501,0.925009999998425
93001,0.9300099999984023
93501,0.9350099999983795
94001,0.9400099999983568
94501,0.945009999998334
95001,0.9500099999983113
95501,0.9550099999982885
96001,0.9600099999982658
96501,0.965009999998243
97001,0.9700099999982202
97501,0.9750099999981975
98001,0.9800099999981747
98501,0.985009999998152
99001,0.9900099999981292
99501,0.9950099999981065
100001,1.000009999998084
100501,1.005009999998117
101001,1.0100099999981489
101501,1.015009999998182
102001,1.020009999998215
102501,1.025009999998248
103001,1.03000999999828
103501,1.0350099999983131
104001,1.040009999998346
104501,1.045009999998379
105001,1.050009999998411
105501,1.055009999998444
106001,1.060009999998477
106501,1.06500999999851
107001,1.070009999998542
107501,1.075009999998575
108001,1.080009999998608
108501,1.0850099999986411
109001,1.090009999998673
109501,1.095009999998706
110001,1.100009999998739
110501,1.105009999998772
111001,1.110009999998804
111501,1.115009999998837
112001,1.12000999999887
112501,1.125009999998903
113001,1.130009999998935
113501,1.135009999998968
114001,1.140009999999001
114501,1.145009999999034
115001,1.150009999999067
115501,1.155009999999099
116001,1.160009999999132
116501,1.165009999999165
117001,1.170009999999198
117501,1.17500999999923
118001,1.180009999999263
118501,1.185009999999296
119001,1.190009999999329
119501,1.195009999999361
120001,1.200009999999394
120501,1.205009999999427
121001,1.21000999999946
121501,1.2150099999994919
122001,1.220009999999525
122501,1.225009999999558
123001,1.230009999999591
123501,1.235009999999623
124001,1.240009999999656
124501,1.245009999999689
125001,1.250009999999722
125501,1.255009999999754
126001,1.2600099999997871
126501,1.26500999999982
127001,1.270009999999853
127501,1.275009999999885
128001,1.280009999999918
128501,1.285009999999951
129001,1.2900099999999841
129502,1.295010000000016
130002,1.300010000000049
130502,1.305010000000082
131002,1.3100100000001151
131502,1.315010000000147
132002,1.32001000000018
132502,1.325010000000213
133002,1.330010000000246
133502,1.335010000000278
134002,1.340010000000311
134502,1.345010000000344
135002,1.350010000000377
135502,1.355010000000409
136002,1.360010000000442
136502,1.365010000000475
137002,1.370010000000508
