step,ideal-valve-2D-000029 - data/y_displacement
2,0.000100002457513626
3,0.0001000048896915295
501,0.0007935990937958382
1001,0.002748394448406244
1501,0.005458456535248568
2001,0.009480591829137186
2501,0.01519661235363967
3001,0.02006419997065745
3502,0.02397116518902165
4002,0.0280629434552917
4502,0.03465990074417225
5002,0.0441665724406326
5502,0.05648562146034097
6002,0.07178142270214316
6502,0.0899144665053957
7002,0.1107969889556412
7502,0.1335637573017544
8002,0.1572075956136137
8501,0.1803315999326048
9001,0.201919184563207
9501,0.221239606442278
10001,0.2384249084303146
10501,0.2537836543441506
11001,0.2670991991785009
11501,0.2789097991774504
12001,0.2888811819025959
12501,0.2973434148439468
13001,0.3043664217155856
13501,0.3098625386145081
14001,0.3147260364329839
14502,0.3193043982538365
15002,0.3235603114333429
15502,0.3276849275814396
16002,0.3320824957898759
16502,0.3363050964387312
17002,0.3408839890148131
17502,0.3455830684389566
18002,0.3502064261229533
18502,0.355093832297937
19002,0.3600835324083472
19502,0.3653259514409525
20002,0.3705666300433835
20502,0.3755010971920471
21002,0.3801865936156571
21502,0.3844756581668619
22002,0.3885406485950046
22502,0.3924384314169272
23002,0.3959474794093537
23502,0.399002649285828
24002,0.4017014444896511
24502,0.4039571513239958
25002,0.4057717787152623
25502,0.407111815746842
26002,0.4079360462393343
26502,0.4084205637984269
27002,0.4086643617355566
27502,0.4087146288036062
28002,0.4085875246304557
28502,0.4082668597556117
29002,0.4077256101269314
29502,0.4070057316753882
30002,0.4061991810808697
30502,0.4053376805928158
31002,0.4043287029708108
31502,0.4031852546176812
32002,0.4019854420128007
32502,0.4007668455224284
33002,0.3995548308315092
33502,0.3983686437089454
34002,0.3971814770562304
34502,0.3959382350151367
35002,0.3946404073392579
35502,0.3934654617579471
36002,0.3923907211859158
36502,0.3911470740608581
37002,0.3898194116842301
37502,0.3884648022337486
38002,0.3870116497186448
38502,0.385473044160577
39002,0.3838855256959476
39502,0.3821087434681413
40002,0.3802676970354867
40502,0.3782560222610706
41002,0.3759966524915072
41502,0.3735233171905573
42002,0.3708627063173543
42502,0.3680885698610646
43002,0.3654858328602349
43502,0.362739715066296
44002,0.3597799935182909
44502,0.3566006480078067
45002,0.3535615119297829
45502,0.3504401450918718
46002,0.3472058070263232
46502,0.3438264884925731
47002,0.3406837627867721
47502,0.3372513354751728
48002,0.3337041860803879
48502,0.3301058271890961
49002,0.3266200090839463
49502,0.3230928239648602
50002,0.319447012494953
50502,0.3159748466583704
51002,0.3120873575745512
51502,0.3080088592249134
52002,0.3041027009291452
52502,0.3003055045952118
53002,0.296210775212267
53502,0.2921976107168412
54002,0.2884736266499627
54502,0.2841942761114481
55002,0.2798839109639705
55502,0.2758195260097501
56002,0.2714153690140321
56502,0.26701206173133
57002,0.2628278809829453
57502,0.2583736051939475
58001,0.253747160438539
58501,0.2493342995002447
59001,0.2447054116313804
59501,0.2401587396568367
60001,0.2357813409320918
60501,0.2311922840428903
61001,0.2266131922813927
61501,0.22204813082734
62001,0.2172685572367675
62501,0.2128475895426095
63001,0.2083789910028714
63501,0.2037267587694139
64001,0.1994078845142174
64501,0.1949586856574431
65001,0.190519743124416
65501,0.1863705107182346
66001,0.1821102028696374
66501,0.1778306883384687
67001,0.1738398532497544
67501,0.1696330986050091
68001,0.1654818125490553
68501,0.1618024200647324
69001,0.1578656923220766
69501,0.1538420404077382
70001,0.1501671806372195
70501,0.1465136430709014
71001,0.1427825539413424
71501,0.1392406607187501
72001,0.1360245452339578
72501,0.1326738897877385
73001,0.1293287850731636
73501,0.1262487160502271
74001,0.1232945695563935
74501,0.1204521146193284
75001,0.117757495283585
75501,0.1151761702885931
76001,0.1127788351270168
76501,0.1104778676459254
77001,0.1083504260604352
77501,0.1063685951963408
78001,0.1044501613295868
78501,0.1027000798640166
79001,0.101211476461656
79501,0.09999041287786226
80001,0.09883171894156717
80501,0.09784702122677935
81001,0.09708184967037015
81501,0.0964302903448665
82001,0.095951732026477
82501,0.09572294799896974
83001,0.09570702893059513
83501,0.09588582080737929
84001,0.09628819841795166
84501,0.09689297119261331
85001,0.09765828041304248
85501,0.09857397934722611
86001,0.09972811947441407
86501,0.1011913555156
87001,0.1028150490556151
87501,0.1046321945430536
88001,0.1068157185158333
88501,0.1091709254935819
89001,0.1117526374364014
89501,0.1147902131480499
90001,0.1180620414659167
90501,0.1215047132670425
91001,0.1253048984768813
91501,0.1294206145082727
92001,0.1336745090567434
92501,0.1383725104808472
93001,0.1434320992476649
93501,0.1486402420109397
94001,0.1542723076700111
94501,0.1601064514497873
95001,0.1662420941224151
95501,0.1726310030981687
96001,0.1791765427545001
96501,0.1858775086663523
97001,0.1928262048634534
97501,0.200042622262626
98001,0.2073310131121789
98501,0.2146784242334031
99001,0.2222896850360193
99501,0.2299399008857029
100001,0.2375343350765905
100501,0.2452664224526256
101001,0.2528976719426547
101501,0.2604997233625209
102001,0.2680981593734203
102501,0.2755169262323268
103001,0.2829983521757008
103501,0.2901743198101411
104001,0.2971659532798
104501,0.3041110568955024
105001,0.310737135526049
105501,0.3172705643544939
106001,0.3235086928682428
106501,0.3296119528149336
107001,0.3353230507600925
107501,0.3408237198258156
108001,0.346252529527033
108501,0.3513609526146789
109001,0.3562261758450526
109501,0.3606635517650768
110001,0.3649884250356327
110501,0.3691974699314579
111001,0.3730174787832231
111501,0.3766862983861007
112001,0.380228191350349
112501,0.3834379665533779
113001,0.386450207913161
113501,0.3892940216729009
114001,0.3919726080891658
114501,0.3944397176567512
115001,0.3966793230821811
115501,0.3987089830394542
116001,0.4006124699163344
116501,0.4023721793349727
117001,0.4040469614862104
117501,0.4055857535086108
118001,0.406858745659557
118501,0.4078830073760386
119001,0.4088235131896315
119501,0.4097417634061032
120001,0.4106252968400063
120501,0.4114866430827809
121001,0.4123008696026426
121501,0.4129899526503539
122001,0.4135102072866971
122501,0.413891226725066
123001,0.4141798673993945
123501,0.4144049585965964
124001,0.4145900203088327
124501,0.4147477313982181
125001,0.4148634414821474
125501,0.4149097053245075
126001,0.4148661512802064
126501,0.4147226698539698
127001,0.4144751345882715
127501,0.4141263570774664
128001,0.413685334784306
128501,0.4131674751598492
129001,0.4125767075536383
129502,0.4119119652180022
130002,0.4111725755413606
130502,0.4103438590291887
131002,0.4094360883268607
131502,0.4084687917620226
132002,0.407467936383732
132502,0.4065184685625828
133002,0.4056189385148067
133502,0.4046030918348301
134002,0.4034092102632899
134502,0.4021053470867367
135002,0.4007229387565817
135502,0.3992135246895562
136002,0.3976057174309636
136502,0.3959315507754183
137002,0.3942735328322154
137502,0.3927623935760859
138002,0.3910979404536478
138502,0.3891678305386413
139002,0.3870585854425724
139502,0.3846111753042699
140002,0.3819635098104367
140502,0.3796016280863023
141002,0.377135211375455
141502,0.3744537082225684
142002,0.371631369381025
142502,0.3687522142301775
143002,0.3659557597507576
143502,0.3628931685741451
144002,0.3597463383497358
144502,0.3564368505390955
145002,0.3532815925760614
145502,0.3500494065085119
146002,0.3468409585290407
146502,0.3435697960748499
147002,0.3404840018753196
147502,0.3370528497393405
148002,0.3335425312271364
148502,0.3299813790797982
