step,t,max_u
2148,1.00687500e+01,3.4689908314258106e-01
2149,1.00734375e+01,3.4689132342701323e-01
2150,1.00781250e+01,3.4690179759148937e-01
2151,1.00828125e+01,3.4688985556883295e-01
2152,1.00875000e+01,3.4689650955759144e-01
2153,1.00921875e+01,3.4689561465656710e-01
2154,1.00968750e+01,3.4689700976893889e-01
2155,1.01015625e+01,3.4688861467769677e-01
2156,1.01062500e+01,3.4689185128791922e-01
2157,1.01109375e+01,3.4688953790203569e-01
2158,1.01156250e+01,3.4688449265104254e-01
2159,1.01203125e+01,3.4688510734398259e-01
2160,1.01250000e+01,3.4688533343852046e-01
2161,1.01296875e+01,3.4688981197575458e-01
2162,1.01343750e+01,3.4688662155769823e-01
2163,1.01390625e+01,3.4688375379663933e-01
2164,1.01437500e+01,3.4688611870674263e-01
2165,1.01484375e+01,3.4688547545094212e-01
2166,1.01531250e+01,3.4689424720732026e-01
2167,1.01578125e+01,3.4688796889594736e-01
2168,1.01625000e+01,3.4688991626228854e-01
2169,1.01671875e+01,3.4688752740230328e-01
2170,1.01718750e+01,3.4688863733594266e-01
2171,1.01765625e+01,3.4689461454870857e-01
2172,1.01812500e+01,3.4689434554369841e-01
2173,1.01859375e+01,3.4689508830189181e-01
2174,1.01906250e+01,3.4689495441327045e-01
2175,1.01953125e+01,3.4689124891061995e-01
2176,1.02000000e+01,3.4689643454686514e-01
2177,1.02046875e+01,3.4689139178992001e-01
2178,1.02093750e+01,3.4689548929014125e-01
2179,1.02140625e+01,3.4689417055991034e-01
2180,1.02187500e+01,3.4689412774811118e-01
2181,1.02234375e+01,3.4689048286044860e-01
2182,1.02281250e+01,3.4689524902248342e-01
2183,1.02328125e+01,3.4689803724672874e-01
2184,1.02375000e+01,3.4689093474057947e-01
2185,1.02421875e+01,3.4689104045817204e-01
2186,1.02468750e+01,3.4689376219421247e-01
2187,1.02515625e+01,3.4688771021265746e-01
2188,1.02562500e+01,3.4689270690082874e-01
2189,1.02609375e+01,3.4689007134970612e-01
2190,1.02656250e+01,3.4688766599803833e-01
2191,1.02703125e+01,3.4688954391949384e-01
2192,1.02750000e+01,3.4689078528840189e-01
2193,1.02796875e+01,3.4688379543637310e-01
2194,1.02843750e+01,3.4688563777548193e-01
2195,1.02890625e+01,3.4688230823623262e-01
2196,1.02937500e+01,3.4689388455389131e-01
2197,1.02984375e+01,3.4687858496696461e-01
2198,1.03031250e+01,3.4689112538640349e-01
2199,1.03078125e+01,3.4688865393378987e-01
2200,1.03125000e+01,3.4689263808016241e-01
2201,1.03171875e+01,3.4688265295410303e-01
2202,1.03218750e+01,3.4689510463675688e-01
2203,1.03265625e+01,3.4688425454492250e-01
2204,1.03312500e+01,3.4689997196455297e-01
2205,1.03359375e+01,3.4688598516488978e-01
2206,1.03406250e+01,3.4690005568865301e-01
2207,1.03453125e+01,3.4688780460380181e-01
2208,1.03500000e+01,3.4689812125205993e-01
2209,1.03546875e+01,3.4688692339553784e-01
2210,1.03593750e+01,3.4689608272456240e-01
2211,1.03640625e+01,3.4688556757962297e-01
2212,1.03687500e+01,3.4689624141646586e-01
2213,1.03734375e+01,3.4688719587871014e-01
2214,1.03781250e+01,3.4688880958356327e-01
2215,1.03828125e+01,3.4689228242326098e-01
2216,1.03875000e+01,3.4688994304037463e-01
2217,1.03921875e+01,3.4689211477866683e-01
2218,1.03968750e+01,3.4688620982461632e-01
2219,1.04015625e+01,3.4689901692835123e-01
2220,1.04062500e+01,3.4688993959884912e-01
2221,1.04109375e+01,3.4689551999319312e-01
2222,1.04156250e+01,3.4689153661104249e-01
2223,1.04203125e+01,3.4689058706398918e-01
2224,1.04250000e+01,3.4689346917983083e-01
2225,1.04296875e+01,3.4689093711801955e-01
2226,1.04343750e+01,3.4689386663726873e-01
2227,1.04390625e+01,3.4688626490346214e-01
2228,1.04437500e+01,3.4689213146809234e-01
2229,1.04484375e+01,3.4688225562412511e-01
2230,1.04531250e+01,3.4689732602577672e-01
2231,1.04578125e+01,3.4688373856942928e-01
2232,1.04625000e+01,3.4689693571488806e-01
2233,1.04671875e+01,3.4688779738587644e-01
2234,1.04718750e+01,3.4689218886403356e-01
2235,1.04765625e+01,3.4689008454017872e-01
2236,1.04812500e+01,3.4689606792222827e-01
2237,1.04859375e+01,3.4689238066467787e-01
2238,1.04906250e+01,3.4688923200913857e-01
2239,1.04953125e+01,3.4689727454385250e-01
2240,1.05000000e+01,3.4689207612056561e-01
2241,1.05046875e+01,3.4689187545778827e-01
2242,1.05093750e+01,3.4689471586818033e-01
2243,1.05140625e+01,3.4688337598172841e-01
2244,1.05187500e+01,3.4689570364680039e-01
2245,1.05234375e+01,3.4688418863088821e-01
2246,1.05281250e+01,3.4690127627573325e-01
2247,1.05328125e+01,3.4689273230319079e-01
2248,1.05375000e+01,3.4690123968443959e-01
2249,1.05421875e+01,3.4688771224970510e-01
2250,1.05468750e+01,3.4689980802311332e-01
2251,1.05515625e+01,3.4688418450604946e-01
2252,1.05562500e+01,3.4689640677264466e-01
2253,1.05609375e+01,3.4689312880841511e-01
2254,1.05656250e+01,3.4689518745551290e-01
2255,1.05703125e+01,3.4688594245011567e-01
2256,1.05750000e+01,3.4689203649084516e-01
2257,1.05796875e+01,3.4688581055513784e-01
2258,1.05843750e+01,3.4688770844780797e-01
2259,1.05890625e+01,3.4688727899354416e-01
2260,1.05937500e+01,3.4688979747837873e-01
2261,1.05984375e+01,3.4688996330731148e-01
2262,1.06031250e+01,3.4688867297728720e-01
2263,1.06078125e+01,3.4688589080767834e-01
2264,1.06125000e+01,3.4688738140073372e-01
2265,1.06171875e+01,3.4688639222645296e-01
2266,1.06218750e+01,3.4689162928350115e-01
2267,1.06265625e+01,3.4688559124597929e-01
2268,1.06312500e+01,3.4689008898193924e-01
2269,1.06359375e+01,3.4688364538235894e-01
2270,1.06406250e+01,3.4688835458434447e-01
2271,1.06453125e+01,3.4688454613157871e-01
2272,1.06500000e+01,3.4688789615011939e-01
2273,1.06546875e+01,3.4688130313830812e-01
2274,1.06593750e+01,3.4688298849790672e-01
2275,1.06640625e+01,3.4687998664286918e-01
2276,1.06687500e+01,3.4688169009463216e-01
2277,1.06734375e+01,3.4688168308161993e-01
2278,1.06781250e+01,3.4688911420516755e-01
2279,1.06828125e+01,3.4688882406043037e-01
2280,1.06875000e+01,3.4689523668128258e-01
2281,1.06921875e+01,3.4688682008256183e-01
2282,1.06968750e+01,3.4689308428770654e-01
2283,1.07015625e+01,3.4688682637411983e-01
2284,1.07062500e+01,3.4689358033499718e-01
2285,1.07109375e+01,3.4689256638659127e-01
2286,1.07156250e+01,3.4688918549754366e-01
2287,1.07203125e+01,3.4689391853055401e-01
2288,1.07250000e+01,3.4688880571652558e-01
2289,1.07296875e+01,3.4688834756266312e-01
2290,1.07343750e+01,3.4689311872631962e-01
2291,1.07390625e+01,3.4689092157158424e-01
2292,1.07437500e+01,3.4689292808912253e-01
2293,1.07484375e+01,3.4689092259868215e-01
2294,1.07531250e+01,3.4688861081591421e-01
2295,1.07578125e+01,3.4688636038886111e-01
2296,1.07625000e+01,3.4689351402742402e-01
2297,1.07671875e+01,3.4688053297190524e-01
2298,1.07718750e+01,3.4689345311832437e-01
2299,1.07765625e+01,3.4688635868464412e-01
2300,1.07812500e+01,3.4688914586375641e-01
2301,1.07859375e+01,3.4688654886498127e-01
2302,1.07906250e+01,3.4688954707546626e-01
2303,1.07953125e+01,3.4688479281491569e-01
2304,1.08000000e+01,3.4689321884973690e-01
2305,1.08046875e+01,3.4688658787238774e-01
2306,1.08093750e+01,3.4689709479203901e-01
2307,1.08140625e+01,3.4688664266425245e-01
2308,1.08187500e+01,3.4689811045849372e-01
2309,1.08234375e+01,3.4688963684565483e-01
2310,1.08281250e+01,3.4689964031576992e-01
2311,1.08328125e+01,3.4689078480241603e-01
2312,1.08375000e+01,3.4689755303728470e-01
2313,1.08421875e+01,3.4688905709273710e-01
2314,1.08468750e+01,3.4689550745994968e-01
2315,1.08515625e+01,3.4689239671588618e-01
2316,1.08562500e+01,3.4689106574454764e-01
2317,1.08609375e+01,3.4688653468325120e-01
2318,1.08656250e+01,3.4689215457738165e-01
2319,1.08703125e+01,3.4688671167368978e-01
2320,1.08750000e+01,3.4688785955778006e-01
2321,1.08796875e+01,3.4688686490611698e-01
2322,1.08843750e+01,3.4688776936615628e-01
2323,1.08890625e+01,3.4688767228567829e-01
2324,1.08937500e+01,3.4688754757067813e-01
2325,1.08984375e+01,3.4688661153249722e-01
2326,1.09031250e+01,3.4688813375348332e-01
2327,1.09078125e+01,3.4688786562737545e-01
2328,1.09125000e+01,3.4688953477816142e-01
2329,1.09171875e+01,3.4688793977687116e-01
2330,1.09218750e+01,3.4689208846510394e-01
2331,1.09265625e+01,3.4688926215353211e-01
2332,1.09312500e+01,3.4689771154383187e-01
2333,1.09359375e+01,3.4689289949559871e-01
2334,1.09406250e+01,3.4689873406041905e-01
2335,1.09453125e+01,3.4688795697058061e-01
2336,1.09500000e+01,3.4689534591732152e-01
2337,1.09546875e+01,3.4689323954855250e-01
2338,1.09593750e+01,3.4689483401972432e-01
2339,1.09640625e+01,3.4689045032828486e-01
2340,1.09687500e+01,3.4689190056644931e-01
2341,1.09734375e+01,3.4688911169323344e-01
2342,1.09781250e+01,3.4689851853486298e-01
2343,1.09828125e+01,3.4689588743451372e-01
2344,1.09875000e+01,3.4689498857148210e-01
2345,1.09921875e+01,3.4689267414146707e-01
2346,1.09968750e+01,3.4689323277972139e-01
2347,1.10015625e+01,3.4689471336493910e-01
2348,1.10062500e+01,3.4689870863377703e-01
2349,1.10109375e+01,3.4690180726246600e-01
2350,1.10156250e+01,3.4689503435770336e-01
2351,1.10203125e+01,3.4690035360401927e-01
2352,1.10250000e+01,3.4690188371383934e-01
2353,1.10296875e+01,3.4688757236293821e-01
2354,1.10343750e+01,3.4690361030213740e-01
2355,1.10390625e+01,3.4688600721451524e-01
2356,1.10437500e+01,3.4689543269148615e-01
2357,1.10484375e+01,3.4689169114361390e-01
2358,1.10531250e+01,3.4690017986451749e-01
2359,1.10578125e+01,3.4688648711491993e-01
2360,1.10625000e+01,3.4689638298366160e-01
2361,1.10671875e+01,3.4689215473585483e-01
2362,1.10718750e+01,3.4689992499252792e-01
2363,1.10765625e+01,3.4689613778760542e-01
2364,1.10812500e+01,3.4689426591704398e-01
2365,1.10859375e+01,3.4689236028643938e-01
2366,1.10906250e+01,3.4689863814824073e-01
2367,1.10953125e+01,3.4688808483262379e-01
2368,1.11000000e+01,3.4689430620314660e-01
2369,1.11046875e+01,3.4688802748207259e-01
2370,1.11093750e+01,3.4690159551196342e-01
2371,1.11140625e+01,3.4688416774287728e-01
2372,1.11187500e+01,3.4690248830795439e-01
2373,1.11234375e+01,3.4688640798549963e-01
2374,1.11281250e+01,3.4690016931957468e-01
2375,1.11328125e+01,3.4688324187062602e-01
2376,1.11375000e+01,3.4689906570878437e-01
2377,1.11421875e+01,3.4688632027302413e-01
2378,1.11468750e+01,3.4689098493935056e-01
2379,1.11515625e+01,3.4688453106982631e-01
2380,1.11562500e+01,3.4688759398242980e-01
2381,1.11609375e+01,3.4688980951518855e-01
2382,1.11656250e+01,3.4689093845081198e-01
2383,1.11703125e+01,3.4688389781903273e-01
2384,1.11750000e+01,3.4689707720588836e-01
2385,1.11796875e+01,3.4688486767209203e-01
2386,1.11843750e+01,3.4688689119115218e-01
2387,1.11890625e+01,3.4688148982762745e-01
2388,1.11937500e+01,3.4688891182578357e-01
2389,1.11984375e+01,3.4688448513040709e-01
2390,1.12031250e+01,3.4689546811015104e-01
2391,1.12078125e+01,3.4688808306318109e-01
2392,1.12125000e+01,3.4689600914223417e-01
2393,1.12171875e+01,3.4688748317928941e-01
2394,1.12218750e+01,3.4689521725667233e-01
2395,1.12265625e+01,3.4689148770756018e-01
2396,1.12312500e+01,3.4689663452272396e-01
2397,1.12359375e+01,3.4689041894383477e-01
2398,1.12406250e+01,3.4689764172168935e-01
2399,1.12453125e+01,3.4689175526952137e-01
2400,1.12500000e+01,3.4689776923663823e-01
2401,1.12546875e+01,3.4689097660485030e-01
2402,1.12593750e+01,3.4689783685597536e-01
2403,1.12640625e+01,3.4689326443231489e-01
2404,1.12687500e+01,3.4690509235884026e-01
2405,1.12734375e+01,3.4689121965791903e-01
2406,1.12781250e+01,3.4689948544859256e-01
2407,1.12828125e+01,3.4690027332493817e-01
2408,1.12875000e+01,3.4690447763085558e-01
2409,1.12921875e+01,3.4689774593035283e-01
2410,1.12968750e+01,3.4690210066901517e-01
2411,1.13015625e+01,3.4689161641089761e-01
2412,1.13062500e+01,3.4689982045366735e-01
2413,1.13109375e+01,3.4689490235643428e-01
2414,1.13156250e+01,3.4689478838739424e-01
2415,1.13203125e+01,3.4689264033615685e-01
2416,1.13250000e+01,3.4689458635426479e-01
2417,1.13296875e+01,3.4689078377163890e-01
2418,1.13343750e+01,3.4689010817656313e-01
2419,1.13390625e+01,3.4688857498828352e-01
2420,1.13437500e+01,3.4689847771524568e-01
2421,1.13484375e+01,3.4688526355588267e-01
2422,1.13531250e+01,3.4690407447817645e-01
2423,1.13578125e+01,3.4688715401814135e-01
2424,1.13625000e+01,3.4690505935808708e-01
2425,1.13671875e+01,3.4689300637072268e-01
2426,1.13718750e+01,3.4689493627475892e-01
2427,1.13765625e+01,3.4688645418261033e-01
2428,1.13812500e+01,3.4689940134487762e-01
2429,1.13859375e+01,3.4688765088977258e-01
2430,1.13906250e+01,3.4689682304649028e-01
2431,1.13953125e+01,3.4689169923413748e-01
2432,1.14000000e+01,3.4690231386422399e-01
2433,1.14046875e+01,3.4689371699300159e-01
2434,1.14093750e+01,3.4690228033597148e-01
2435,1.14140625e+01,3.4688700732241867e-01
2436,1.14187500e+01,3.4689853851943220e-01
2437,1.14234375e+01,3.4689146085274603e-01
2438,1.14281250e+01,3.4689564967168202e-01
2439,1.14328125e+01,3.4688555950645034e-01
2440,1.14375000e+01,3.4689533153394653e-01
2441,1.14421875e+01,3.4688504226399380e-01
2442,1.14468750e+01,3.4689231298907647e-01
2443,1.14515625e+01,3.4688154591728287e-01
2444,1.14562500e+01,3.4689055781553241e-01
2445,1.14609375e+01,3.4688361650108274e-01
2446,1.14656250e+01,3.4689480482171481e-01
2447,1.14703125e+01,3.4688709537896606e-01
2448,1.14750000e+01,3.4689590952035643e-01
2449,1.14796875e+01,3.4688561266202828e-01
2450,1.14843750e+01,3.4689396279322621e-01
2451,1.14890625e+01,3.4688591633863552e-01
2452,1.14937500e+01,3.4689768781563479e-01
2453,1.14984375e+01,3.4689137693451327e-01
2454,1.15031250e+01,3.4689833089574007e-01
2455,1.15078125e+01,3.4688876670453683e-01
2456,1.15125000e+01,3.4690571021752575e-01
2457,1.15171875e+01,3.4688782512312250e-01
2458,1.15218750e+01,3.4690345975594988e-01
2459,1.15265625e+01,3.4688540178626820e-01
2460,1.15312500e+01,3.4689586768196806e-01
2461,1.15359375e+01,3.4687876746888308e-01
2462,1.15406250e+01,3.4690238081523272e-01
2463,1.15453125e+01,3.4688550889940056e-01
2464,1.15500000e+01,3.4690085660649694e-01
2465,1.15546875e+01,3.4689186322579307e-01
2466,1.15593750e+01,3.4690158388984199e-01
2467,1.15640625e+01,3.4688545216862027e-01
2468,1.15687500e+01,3.4689221658999037e-01
2469,1.15734375e+01,3.4688947716970409e-01
2470,1.15781250e+01,3.4689748661132369e-01
2471,1.15828125e+01,3.4688987845571601e-01
2472,1.15875000e+01,3.4689145241817876e-01
2473,1.15921875e+01,3.4689135222331929e-01
2474,1.15968750e+01,3.4689385378737875e-01
2475,1.16015625e+01,3.4689472817429745e-01
2476,1.16062500e+01,3.4689600250512437e-01
2477,1.16109375e+01,3.4689111360050423e-01
2478,1.16156250e+01,3.4689951675161190e-01
2479,1.16203125e+01,3.4689182951228592e-01
2480,1.16250000e+01,3.4690253695676471e-01
2481,1.16296875e+01,3.4690034695400934e-01
2482,1.16343750e+01,3.4690518355716188e-01
2483,1.16390625e+01,3.4689380809431031e-01
2484,1.16437500e+01,3.4690510842027594e-01
2485,1.16484375e+01,3.4689377784555037e-01
2486,1.16531250e+01,3.4689740531803925e-01
2487,1.16578125e+01,3.4688639006795086e-01
2488,1.16625000e+01,3.4689752225900011e-01
2489,1.16671875e+01,3.4688535759993122e-01
2490,1.16718750e+01,3.4690258347257552e-01
2491,1.16765625e+01,3.4688479286027457e-01
2492,1.16812500e+01,3.4690347931174981e-01
2493,1.16859375e+01,3.4688795105136805e-01
2494,1.16906250e+01,3.4689985903091902e-01
2495,1.16953125e+01,3.4688087927025374e-01
2496,1.17000000e+01,3.4689369072496018e-01
2497,1.17046875e+01,3.4687770636927889e-01
2498,1.17093750e+01,3.4690121687211617e-01
2499,1.17140625e+01,3.4687779233130961e-01
2500,1.17187500e+01,3.4689644327826497e-01
2501,1.17234375e+01,3.4688544760282536e-01
2502,1.17281250e+01,3.4689536252295089e-01
2503,1.17328125e+01,3.4688220981051149e-01
2504,1.17375000e+01,3.4689175774086528e-01
2505,1.17421875e+01,3.4688893525213871e-01
2506,1.17468750e+01,3.4689693878877653e-01
2507,1.17515625e+01,3.4689332038438048e-01
2508,1.17562500e+01,3.4689611903893464e-01
2509,1.17609375e+01,3.4689645446894302e-01
2510,1.17656250e+01,3.4689762754164855e-01
2511,1.17703125e+01,3.4690103456412413e-01
2512,1.17750000e+01,3.4690658223019771e-01
2513,1.17796875e+01,3.4689742305409327e-01
2514,1.17843750e+01,3.4690296289076578e-01
2515,1.17890625e+01,3.4689118522604229e-01
2516,1.17937500e+01,3.4689402382391332e-01
2517,1.17984375e+01,3.4689685434684581e-01
2518,1.18031250e+01,3.4689621766005574e-01
2519,1.18078125e+01,3.4689261129168036e-01
2520,1.18125000e+01,3.4689042452845048e-01
2521,1.18171875e+01,3.4688903327684600e-01
2522,1.18218750e+01,3.4689292790208598e-01
2523,1.18265625e+01,3.4689494944592958e-01
2524,1.18312500e+01,3.4690128811871668e-01
2525,1.18359375e+01,3.4689405289898573e-01
2526,1.18406250e+01,3.4689831298975299e-01
2527,1.18453125e+01,3.4688950265126162e-01
2528,1.18500000e+01,3.4690036387019718e-01
2529,1.18546875e+01,3.4689242534729708e-01
2530,1.18593750e+01,3.4690166698327946e-01
2531,1.18640625e+01,3.4689379372653495e-01
2532,1.18687500e+01,3.4689961751452009e-01
2533,1.18734375e+01,3.4688349131791019e-01
2534,1.18781250e+01,3.4689569070425125e-01
2535,1.18828125e+01,3.4688285377055111e-01
2536,1.18875000e+01,3.4689561999949442e-01
2537,1.18921875e+01,3.4688142058626781e-01
2538,1.18968750e+01,3.4689893129521626e-01
2539,1.19015625e+01,3.4688506518402396e-01
2540,1.19062500e+01,3.4689749876406584e-01
2541,1.19109375e+01,3.4688666590946249e-01
2542,1.19156250e+01,3.4689816501655757e-01
2543,1.19203125e+01,3.4688642738696868e-01
2544,1.19250000e+01,3.4690504778623615e-01
2545,1.19296875e+01,3.4688908057253903e-01
2546,1.19343750e+01,3.4690153660174605e-01
2547,1.19390625e+01,3.4689131395589229e-01
2548,1.19437500e+01,3.4689764501433462e-01
2549,1.19484375e+01,3.4688569045976225e-01
2550,1.19531250e+01,3.4689566346194128e-01
2551,1.19578125e+01,3.4688284748846471e-01
2552,1.19625000e+01,3.4689298601966417e-01
2553,1.19671875e+01,3.4687960732200351e-01
2554,1.19718750e+01,3.4689500929874478e-01
2555,1.19765625e+01,3.4688291939644156e-01
2556,1.19812500e+01,3.4689100180036847e-01
2557,1.19859375e+01,3.4688455262015011e-01
2558,1.19906250e+01,3.4689758373038393e-01
2559,1.19953125e+01,3.4688078564942959e-01
2560,1.20000000e+01,3.4689637890151387e-01
2561,1.20046875e+01,3.4687704851580953e-01
2562,1.20093750e+01,3.4689391992777929e-01
2563,1.20140625e+01,3.4687819015975518e-01
2564,1.20187500e+01,3.4688513945509541e-01
2565,1.20234375e+01,3.4689034608160846e-01
2566,1.20281250e+01,3.4688714443477553e-01
2567,1.20328125e+01,3.4689265652866930e-01
2568,1.20375000e+01,3.4688658989701715e-01
2569,1.20421875e+01,3.4688929929043777e-01
2570,1.20468750e+01,3.4689234335517760e-01
2571,1.20515625e+01,3.4689551319601442e-01
2572,1.20562500e+01,3.4688941726027461e-01
2573,1.20609375e+01,3.4689172350580988e-01
2574,1.20656250e+01,3.4689627444971499e-01
2575,1.20703125e+01,3.4689995146640606e-01
2576,1.20750000e+01,3.4689840697063568e-01
2577,1.20796875e+01,3.4690518808248882e-01
2578,1.20843750e+01,3.4689071089141554e-01
2579,1.20890625e+01,3.4690002305775541e-01
2580,1.20937500e+01,3.4689322659637689e-01
2581,1.20984375e+01,3.4690557487982349e-01
2582,1.21031250e+01,3.4689416000406581e-01
2583,1.21078125e+01,3.4691111073815406e-01
2584,1.21125000e+01,3.4689866678712394e-01
2585,1.21171875e+01,3.4691031595707483e-01
2586,1.21218750e+01,3.4690147875615029e-01
2587,1.21265625e+01,3.4690487674440856e-01
2588,1.21312500e+01,3.4689874401783893e-01
2589,1.21359375e+01,3.4689810073348354e-01
2590,1.21406250e+01,3.4689937053643505e-01
2591,1.21453125e+01,3.4689396237314385e-01
2592,1.21500000e+01,3.4689498366977944e-01
2593,1.21546875e+01,3.4689749806852554e-01
2594,1.21593750e+01,3.4688896566889765e-01
2595,1.21640625e+01,3.4689335441185848e-01
2596,1.21687500e+01,3.4689094174519425e-01
2597,1.21734375e+01,3.4689835614748071e-01
2598,1.21781250e+01,3.4689219006162847e-01
2599,1.21828125e+01,3.4689325629187523e-01
2600,1.21875000e+01,3.4689447722922712e-01
2601,1.21921875e+01,3.4689648523021288e-01
2602,1.21968750e+01,3.4689586871618622e-01
2603,1.22015625e+01,3.4689147909793294e-01
2604,1.22062500e+01,3.4688983288677544e-01
2605,1.22109375e+01,3.4689286631419242e-01
2606,1.22156250e+01,3.4688833506949912e-01
2607,1.22203125e+01,3.4689655128096153e-01
2608,1.22250000e+01,3.4689483674365601e-01
2609,1.22296875e+01,3.4688809090871758e-01
2610,1.22343750e+01,3.4690041732243521e-01
2611,1.22390625e+01,3.4688860902738855e-01
2612,1.22437500e+01,3.4689631888009276e-01
2613,1.22484375e+01,3.4689249649814397e-01
2614,1.22531250e+01,3.4689705553323652e-01
2615,1.22578125e+01,3.4689351049742090e-01
2616,1.22625000e+01,3.4689826033144627e-01
2617,1.22671875e+01,3.4688821596849495e-01
2618,1.22718750e+01,3.4689597569653491e-01
2619,1.22765625e+01,3.4689114077815120e-01
2620,1.22812500e+01,3.4689579782172320e-01
2621,1.22859375e+01,3.4688786489012674e-01
2622,1.22906250e+01,3.4689192305094713e-01
2623,1.22953125e+01,3.4688937467610637e-01
2624,1.23000000e+01,3.4689494289014439e-01
2625,1.23046875e+01,3.4689165091105062e-01
2626,1.23093750e+01,3.4689463521600516e-01
2627,1.23140625e+01,3.4689466418105575e-01
2628,1.23187500e+01,3.4689514849748559e-01
2629,1.23234375e+01,3.4689572910189415e-01
2630,1.23281250e+01,3.4689245303564004e-01
2631,1.23328125e+01,3.4688643381350071e-01
2632,1.23375000e+01,3.4689599605069149e-01
2633,1.23421875e+01,3.4688650510107943e-01
2634,1.23468750e+01,3.4689627307224641e-01
2635,1.23515625e+01,3.4688403426547759e-01
2636,1.23562500e+01,3.4689193114609707e-01
2637,1.23609375e+01,3.4688840552169209e-01
2638,1.23656250e+01,3.4689398189648391e-01
2639,1.23703125e+01,3.4688559702008692e-01
2640,1.23750000e+01,3.4689330783779004e-01
2641,1.23796875e+01,3.4688853039808643e-01
2642,1.23843750e+01,3.4689512612052548e-01
2643,1.23890625e+01,3.4688634352412900e-01
2644,1.23937500e+01,3.4689146967187484e-01
2645,1.23984375e+01,3.4688528866857588e-01
2646,1.24031250e+01,3.4689471617871126e-01
2647,1.24078125e+01,3.4688476162408072e-01
2648,1.24125000e+01,3.4689720629845050e-01
2649,1.24171875e+01,3.4688800171774825e-01
2650,1.24218750e+01,3.4689944848249715e-01
2651,1.24265625e+01,3.4688897014801540e-01
2652,1.24312500e+01,3.4690588020097496e-01
2653,1.24359375e+01,3.4689432638801532e-01
2654,1.24406250e+01,3.4690134437207421e-01
2655,1.24453125e+01,3.4689140855080314e-01
2656,1.24500000e+01,3.4690892178369981e-01
2657,1.24546875e+01,3.4689207706422992e-01
2658,1.24593750e+01,3.4690176144988055e-01
2659,1.24640625e+01,3.4689441468786630e-01
2660,1.24687500e+01,3.4690132682173724e-01
2661,1.24734375e+01,3.4689190339726167e-01
2662,1.24781250e+01,3.4689544181091109e-01
2663,1.24828125e+01,3.4689765125646860e-01
2664,1.24875000e+01,3.4690582074531551e-01
2665,1.24921875e+01,3.4689030100547069e-01
2666,1.24968750e+01,3.4690258585062922e-01
2667,1.25015625e+01,3.4688679773176989e-01
2668,1.25062500e+01,3.4690315294732210e-01
2669,1.25109375e+01,3.4688735136469317e-01
2670,1.25156250e+01,3.4689768240405422e-01
2671,1.25203125e+01,3.4688709991895905e-01
2672,1.25250000e+01,3.4689683111892555e-01
2673,1.25296875e+01,3.4688821913718865e-01
2674,1.25343750e+01,3.4689804982822620e-01
2675,1.25390625e+01,3.4689380581068691e-01
2676,1.25437500e+01,3.4690428976183907e-01
2677,1.25484375e+01,3.4689571424022964e-01
2678,1.25531250e+01,3.4691068170396316e-01
2679,1.25578125e+01,3.4689615284799930e-01
2680,1.25625000e+01,3.4690350802087055e-01
2681,1.25671875e+01,3.4690083144212414e-01
2682,1.25718750e+01,3.4690282025505415e-01
2683,1.25765625e+01,3.4690045395167829e-01
2684,1.25812500e+01,3.4690189568282559e-01
2685,1.25859375e+01,3.4689853570907742e-01
2686,1.25906250e+01,3.4690070795484185e-01
2687,1.25953125e+01,3.4690017556657388e-01
2688,1.26000000e+01,3.4690117908004769e-01
2689,1.26046875e+01,3.4689973425502135e-01
2690,1.26093750e+01,3.4690412460851067e-01
2691,1.26140625e+01,3.4688984083475544e-01
2692,1.26187500e+01,3.4690814216999805e-01
2693,1.26234375e+01,3.4689716629919382e-01
2694,1.26281250e+01,3.4690422726183245e-01
2695,1.26328125e+01,3.4689087676345520e-01
2696,1.26375000e+01,3.4689941236838540e-01
2697,1.26421875e+01,3.4688891799964672e-01
2698,1.26468750e+01,3.4689938892205407e-01
2699,1.26515625e+01,3.4689761671195490e-01
2700,1.26562500e+01,3.4690553432338816e-01
2701,1.26609375e+01,3.4690077943756420e-01
2702,1.26656250e+01,3.4690548114847691e-01
2703,1.26703125e+01,3.4690446414061787e-01
2704,1.26750000e+01,3.4690390316934255e-01
2705,1.26796875e+01,3.4690795451075662e-01
2706,1.26843750e+01,3.4690956175091286e-01
2707,1.26890625e+01,3.4691070107431643e-01
2708,1.26937500e+01,3.4691281202064156e-01
2709,1.26984375e+01,3.4690461982225940e-01
2710,1.27031250e+01,3.4690974896878118e-01
2711,1.27078125e+01,3.4690112382892130e-01
2712,1.27125000e+01,3.4690694599089256e-01
2713,1.27171875e+01,3.4690149247935009e-01
2714,1.27218750e+01,3.4690547059097071e-01
2715,1.27265625e+01,3.4690907630731183e-01
2716,1.27312500e+01,3.4690752850912154e-01
2717,1.27359375e+01,3.4690428986358390e-01
2718,1.27406250e+01,3.4691044520714098e-01
2719,1.27453125e+01,3.4690864173687974e-01
2720,1.27500000e+01,3.4690653455096088e-01
2721,1.27546875e+01,3.4691285963383300e-01
2722,1.27593750e+01,3.4690606967357190e-01
2723,1.27640625e+01,3.4691424063324805e-01
2724,1.27687500e+01,3.4690147111621955e-01
2725,1.27734375e+01,3.4691022550009348e-01
2726,1.27781250e+01,3.4690038582461424e-01
2727,1.27828125e+01,3.4690572693871535e-01
2728,1.27875000e+01,3.4689580559770866e-01
2729,1.27921875e+01,3.4690170168428114e-01
2730,1.27968750e+01,3.4689347598963327e-01
