beta,damp,diverged,disp_final,disp_max,drift_rate,u_max_final,err_L2_channel,u_max_rel_err,plate_u_max
0.0001,0.0,False,0.3548106751241101,0.3548106751241101,0.12594102860830764,0.3333325193975403,0.3470474307389565,-0.11147703126703379,0.16341880034040793
0.01,0.0,False,0.4840617024322351,0.4840617024322351,0.19815030624929272,0.33333251939497177,0.523181152405962,-0.1467202002025627,0.22310090543418043
0.1,0.0,False,19.70137771268292,19.70137771268292,12.38747317633393,36.21762349741783,46.263841227157876,12.354213620099584,6.287698366813438
1.0,0.0,True,,,,,1.6871096777632593e+149,2.4716998454701536e+148,nan
100.0,0.0,True,,,,,1.0,-1.0,nan
10000.0,0.0,True,,,,,1.0,-1.0,nan
