t,u_L2,p_L2,solid_force_L2,volume,inlet_scale,tip_dx,tip_dy,cyl_dx,cyl_dy,max_u,umax_x,umax_y,elapsed_s
1.08000000e+00,1.3128200101e+08,4.8688095753e+12,2.2538689275e+05,1.4844263945e+02,1.1253332336e+02,1.0893981750e-02,-3.4924735074e-02,3.6534606760e-03,6.7297990320e-05,2.5259124419e+02,17.5000,27.0000,3664.895
1.09000000e+00,1.3507416777e+08,4.8514397161e+12,2.2538936890e+05,1.4844269226e+02,1.1409012319e+02,1.0689949365e-02,-3.3697605546e-02,3.7075922264e-03,6.8837442437e-05,2.5641883224e+02,17.5000,27.0000,3695.237
1.10000000e+00,1.3891656725e+08,4.8317916733e+12,2.2539200922e+05,1.4844274317e+02,1.1564344650e+02,1.0474571390e-02,-3.2300768895e-02,3.7619174591e-03,7.0210795712e-05,2.6022836529e+02,17.5000,27.0000,3724.486
1.11000000e+00,1.4280813181e+08,4.8099213354e+12,2.2539481524e+05,1.4844279291e+02,1.1719291003e+02,1.0248759023e-02,-3.0721427525e-02,3.8164617606e-03,7.1392586913e-05,2.6401901686e+02,17.5000,27.0000,3756.194
1.12000000e+00,1.4674775007e+08,4.7858905584e+12,2.2539778635e+05,1.4844284250e+02,1.1873813146e+02,1.0013670015e-02,-2.8950433613e-02,3.8712578461e-03,7.2354503572e-05,2.6778996732e+02,17.5000,27.0000,3785.870
1.13000000e+00,1.5073426892e+08,4.7597672184e+12,2.2540091971e+05,1.4844289322e+02,1.2027872954e+02,9.7707098426e-03,-2.6983327954e-02,3.9263481132e-03,7.3073789630e-05,2.7154040595e+02,17.5000,27.0000,3817.016
1.14000000e+00,1.5476649547e+08,4.7316234818e+12,2.2540420999e+05,1.4844294659e+02,1.2181432414e+02,9.5214377675e-03,-2.4821350529e-02,3.9817792482e-03,7.3532207301e-05,2.7526953157e+02,17.5000,27.0000,3849.447
1.15000000e+00,1.5884319803e+08,4.7015342032e+12,2.2540764910e+05,1.4844300427e+02,1.2334453639e+02,9.2674318580e-03,-2.2472401015e-02,4.0375973901e-03,7.3721283557e-05,2.7897655808e+02,17.5000,27.0000,3881.736
1.16000000e+00,1.6296310641e+08,4.6695749661e+12,2.2541122620e+05,1.4844306796e+02,1.2486898872e+02,9.0101640244e-03,-1.9951897650e-02,4.0938433719e-03,7.3638809108e-05,2.8266071853e+02,17.5000,27.0000,3917.736
1.17000000e+00,1.6712491157e+08,4.6358198822e+12,2.2541492787e+05,1.4844313924e+02,1.2638730500e+02,8.7508320192e-03,-1.7282920996e-02,4.1505458607e-03,7.3290878877e-05,2.8632127165e+02,17.5000,27.0000,3953.028
1.18000000e+00,1.7132726357e+08,4.6003383873e+12,2.2541873799e+05,1.4844321938e+02,1.2789911060e+02,8.4901297429e-03,-1.4496033520e-02,4.2077095723e-03,7.2676996417e-05,2.8995749427e+02,17.5000,27.0000,3992.120
1.19000000e+00,1.7556876897e+08,4.5631950199e+12,2.2542263876e+05,1.4844330918e+02,1.2940403252e+02,8.2281433700e-03,-1.1628052416e-02,4.2653168442e-03,7.1815156984e-05,2.9356868092e+02,17.5000,27.0000,4025.702
1.20000000e+00,1.7984798721e+08,4.5244460996e+12,2.2542661097e+05,1.4844340878e+02,1.3090169944e+02,7.9641805624e-03,-8.7202027133e-03,4.3233142378e-03,7.0715060157e-05,2.9715414849e+02,17.5000,27.0000,4057.637
1.21000000e+00,1.8416342632e+08,4.4841471163e+12,2.2543063759e+05,1.4844351795e+02,1.3239174182e+02,7.6972820640e-03,-5.8145961543e-03,4.3816380452e-03,6.9386595419e-05,3.0071322319e+02,17.5000,27.0000,4090.330
1.22000000e+00,1.8851354758e+08,4.4423576000e+12,2.2543470689e+05,1.4844363626e+02,1.3387379202e+02,7.4265071885e-03,-2.9500617907e-03,4.4402423186e-03,6.7844053216e-05,3.0424524971e+02,17.5000,27.0000,4121.045
1.23000000e+00,1.9289676236e+08,4.3991220549e+12,2.2543880859e+05,1.4844376196e+02,1.3534748438e+02,7.1495433080e-03,-1.5683268140e-04,4.4990201503e-03,6.6120118063e-05,3.0774959638e+02,17.5000,27.0000,4154.596
1.24000000e+00,1.9731142181e+08,4.3544772692e+12,2.2544293655e+05,1.4844389185e+02,1.3681245527e+02,6.8626349990e-03,2.5439008769e-03,4.5578481588e-03,6.4212365530e-05,3.1122565415e+02,17.5000,27.0000,4191.727
1.25000000e+00,2.0175580569e+08,4.3084379856e+12,2.2544708357e+05,1.4844402161e+02,1.3826834324e+02,6.5618463856e-03,5.1433133738e-03,4.6164382977e-03,6.2147779993e-05,3.1477947964e+02,18.0000,27.0000,4226.749
1.26000000e+00,2.0622814893e+08,4.2611696232e+12,2.2545129428e+05,1.4844415480e+02,1.3971478906e+02,6.2531733850e-03,7.6738545513e-03,4.6751465474e-03,5.9950148906e-05,3.1834508059e+02,18.0000,27.0000,4256.170
1.27000000e+00,2.1072672173e+08,4.2127659818e+12,2.2545560601e+05,1.4844429259e+02,1.4115143586e+02,5.9385206267e-03,1.0211140331e-02,4.7340345473e-03,5.7432183873e-05,3.2187970706e+02,18.0000,27.0000,4285.403
1.28000000e+00,2.1524971053e+08,4.1632545271e+12,2.2546004557e+05,1.4844443224e+02,1.4257792916e+02,5.6148708925e-03,1.2863107899e-02,4.7928257400e-03,5.4929069843e-05,3.2538275067e+02,18.0000,27.0000,4321.171
1.29000000e+00,2.1979526863e+08,4.1127881469e+12,2.2546468164e+05,1.4844457706e+02,1.4399391699e+02,5.2877161035e-03,1.5761779831e-02,4.8518116125e-03,5.2633816554e-05,3.2885398532e+02,18.0000,27.0000,4354.552
1.30000000e+00,2.2436156917e+08,4.0614677544e+12,2.2546956527e+05,1.4844472870e+02,1.4539904997e+02,4.9598314158e-03,1.9049266348e-02,4.9110575685e-03,5.0553533241e-05,3.3229338390e+02,18.0000,27.0000,4384.347
1.31000000e+00,2.2894674132e+08,4.0093926662e+12,2.2547473576e+05,1.4844488873e+02,1.4679298143e+02,4.6337799495e-03,2.2846451675e-02,4.9705859968e-03,4.8434460214e-05,3.3570071418e+02,18.0000,27.0000,4414.605
1.32000000e+00,2.3354894168e+08,3.9567601892e+12,2.2548025169e+05,1.4844506460e+02,1.4817536741e+02,4.3197309283e-03,2.7248361524e-02,5.0308947208e-03,4.6190410092e-05,3.3907567942e+02,18.0000,27.0000,4449.842
1.33000000e+00,2.3816640485e+08,3.9037512382e+12,2.2548614851e+05,1.4844526481e+02,1.4954586684e+02,4.0281469539e-03,3.2325130313e-02,5.0924196308e-03,4.3392609714e-05,3.4241778102e+02,18.0000,27.0000,4494.573
1.34000000e+00,2.4279743738e+08,3.8505832634e+12,2.2549244978e+05,1.4844550145e+02,1.5090414158e+02,3.7733680173e-03,3.8109795796e-02,5.1557701019e-03,3.9675204713e-05,3.4572602394e+02,18.0000,27.0000,4523.831
1.35000000e+00,2.4744050686e+08,3.7975421062e+12,2.2549917817e+05,1.4844579321e+02,1.5224985647e+02,3.5768334011e-03,4.4573253655e-02,5.2219435361e-03,3.4787180743e-05,3.4899909025e+02,18.0000,27.0000,4556.644
1.36000000e+00,2.5209428534e+08,3.7448602358e+12,2.2550631225e+05,1.4844615886e+02,1.5358267950e+02,3.4578721808e-03,5.1623326971e-02,5.2917675378e-03,2.8689027090e-05,3.5223569264e+02,18.0000,27.0000,4590.416
1.37000000e+00,2.5675759648e+08,3.6926429504e+12,2.2551375332e+05,1.4844661061e+02,1.5490228180e+02,3.4254110647e-03,5.9116016963e-02,5.3655571066e-03,2.1058426664e-05,3.5543451286e+02,18.0000,27.0000,4621.355
1.38000000e+00,2.6142926489e+08,3.6406971471e+12,2.2552126808e+05,1.4844713999e+02,1.5620833779e+02,3.4602905278e-03,6.6903534339e-02,5.4423084321e-03,1.1651570780e-05,3.5859404525e+02,18.0000,27.0000,4650.744
1.39000000e+00,2.6610767904e+08,3.5883016673e+12,2.2552841133e+05,1.4844769742e+02,1.5750052520e+02,3.4905799619e-03,7.4951634949e-02,5.5183923170e-03,2.5844801384e-07,3.6171270677e+02,18.0000,27.0000,4680.373
1.40000000e+00,2.7079009342e+08,3.5342991162e+12,2.2553456996e+05,1.4844819170e+02,1.5877852523e+02,3.3940475801e-03,8.3494887493e-02,5.5875752100e-03,-1.3052964675e-05,3.6478894525e+02,18.0000,27.0000,4711.409
1.41000000e+00,2.7547210262e+08,3.4776321107e+12,2.2553919637e+05,1.4844852031e+02,1.6004202253e+02,3.0364792234e-03,9.3167906976e-02,5.6434296272e-03,-2.7134640561e-05,3.6782134805e+02,18.0000,27.0000,4754.328
1.42000000e+00,2.8014767889e+08,3.4175467975e+12,2.2554192571e+05,1.4844858014e+02,1.6129070537e+02,2.2878127630e-03,1.0493948725e-01,5.6805959537e-03,-4.0382908768e-05,3.7081016379e+02,18.0000,27.0000,4784.373
1.43000000e+00,2.8480938362e+08,3.3535254039e+12,2.2554256031e+05,1.4844824324e+02,1.6252426563e+02,1.0195127306e-03,1.1982751205e-01,5.6949653898e-03,-4.8963268208e-05,3.7375854395e+02,18.0000,27.0000,4819.829
1.44000000e+00,2.8944940287e+08,3.2864314280e+12,2.2554147101e+05,1.4844743384e+02,1.6374239897e+02,-7.3426385320e-04,1.3803578420e-01,5.6891815559e-03,-5.1634550112e-05,3.7667138767e+02,18.0000,27.0000,4852.502
1.45000000e+00,2.9406465394e+08,3.2243326677e+12,2.2554172561e+05,1.4844670111e+02,1.6494480483e+02,-2.0992506964e-03,1.5744530985e-01,5.7014587979e-03,-4.9144450070e-05,3.7954983132e+02,18.0000,27.0000,4886.086
1.46000000e+00,2.9866822940e+08,3.1799479305e+12,2.2554798459e+05,1.4844724315e+02,1.6613118653e+02,-1.7250569460e-03,1.7389902200e-01,5.8090061466e-03,-4.5756043818e-05,3.8239599521e+02,18.0000,27.0000,4929.593
1.47000000e+00,3.0327578747e+08,3.1331997030e+12,2.2555173677e+05,1.4844788060e+02,1.6730125135e+02,-1.4773393251e-03,1.8478755390e-01,5.9151341010e-03,-5.0664413699e-05,3.8522305350e+02,18.0000,27.0000,4964.662
1.48000000e+00,3.0786327157e+08,3.0711015172e+12,2.2554581244e+05,1.4844744998e+02,1.6845471059e+02,-2.7228176594e-03,1.8871633385e-01,5.9149116615e-03,-8.9350727149e-05,3.8798803931e+02,18.0000,27.0000,5001.049
1.49000000e+00,3.1242298681e+08,3.0213725234e+12,2.2554160329e+05,1.4844771182e+02,1.6959127966e+02,-3.0108381266e-03,1.8581102581e-01,5.9767571842e-03,-1.3343518961e-04,3.9066330838e+02,18.0000,27.0000,5036.403
1.50000000e+00,3.1696685540e+08,2.9717077067e+12,2.2553625704e+05,1.4844820948e+02,1.7071067812e+02,-3.1164901888e-03,1.7708501483e-01,6.0422032939e-03,-1.7334116484e-04,3.9326335686e+02,18.0000,27.0000,5065.201
1.51000000e+00,3.2148218361e+08,2.9163737536e+12,2.2552700206e+05,1.4844823249e+02,1.7181262978e+02,-3.9003463534e-03,1.6448581783e-01,6.0604320241e-03,-1.8485030048e-04,3.9579804848e+02,18.0000,27.0000,5095.227
1.52000000e+00,3.2596471424e+08,2.8671951445e+12,2.2551979091e+05,1.4844850700e+02,1.7289686274e+02,-4.2598362255e-03,1.4925980014e-01,6.1080543314e-03,-1.8082967512e-04,3.9833566611e+02,18.0000,13.0000,5126.270
1.53000000e+00,3.3041804807e+08,2.8175176715e+12,2.2551343572e+05,1.4844870814e+02,1.7396310950e+02,-4.7019060849e-03,1.3240653628e-01,6.1503727242e-03,-1.4764335338e-04,4.0095734855e+02,18.0000,13.0000,5160.158
1.54000000e+00,3.3483284747e+08,2.7657417631e+12,2.2550737100e+05,1.4844854448e+02,1.7501110696e+02,-5.5995774365e-03,1.1536623647e-01,6.1657855611e-03,-1.0558459325e-04,4.0348368136e+02,18.0000,13.0000,5190.432
1.55000000e+00,3.3920588421e+08,2.7180695090e+12,2.2550526843e+05,1.4844848560e+02,1.7604059656e+02,-6.3082967502e-03,1.0079606888e-01,6.1968994556e-03,-6.4373777753e-05,4.0591969791e+02,18.0000,13.0000,5225.252
1.56000000e+00,3.4353862833e+08,2.6718537765e+12,2.2550683752e+05,1.4844846229e+02,1.7705132428e+02,-6.9783764907e-03,9.1445143408e-02,6.2295968041e-03,-3.8790114944e-05,4.0827889444e+02,18.0000,13.0000,5254.938
1.57000000e+00,3.4782886104e+08,2.6285702851e+12,2.2551277172e+05,1.4844859905e+02,1.7804304073e+02,-7.4535133260e-03,9.0121495506e-02,6.2706844983e-03,-1.4704790528e-05,4.1065930615e+02,18.0000,27.0000,5284.484
1.58000000e+00,3.5208226169e+08,2.5918211753e+12,2.2552477894e+05,1.4844934807e+02,1.7901550124e+02,-7.1876545382e-03,9.8633685703e-02,6.3532813228e-03,2.5497501145e-06,4.1307509290e+02,18.0000,27.0000,5322.491
1.59000000e+00,3.5630663476e+08,2.5579511807e+12,2.2553994789e+05,1.4845054684e+02,1.7996846585e+02,-6.5604536420e-03,1.1723720162e-01,6.4557302419e-03,1.8416719212e-05,4.1545725650e+02,18.0000,27.0000,5361.532
1.60000000e+00,3.6049910509e+08,2.5204097046e+12,2.2555188888e+05,1.4845129070e+02,1.8090169944e+02,-6.8541012768e-03,1.4500439425e-01,6.5255013397e-03,2.8509064914e-05,4.1780654990e+02,18.0000,27.0000,5390.366
1.61000000e+00,3.6463527328e+08,2.4691977837e+12,2.2555226138e+05,1.4844976930e+02,1.8181497174e+02,-9.7554956296e-03,1.8055826962e-01,6.4678967008e-03,2.9583140726e-05,4.2011171260e+02,18.0000,27.0000,5423.211
1.62000000e+00,3.6869186428e+08,2.4348517552e+12,2.2555703565e+05,1.4844929932e+02,1.8270805743e+02,-1.0567736083e-02,2.1691100433e-01,6.4900558647e-03,7.6600467740e-06,4.2231151561e+02,18.0000,27.0000,5454.986
1.63000000e+00,3.7274101693e+08,2.4204692547e+12,2.2557028742e+05,1.4845114249e+02,1.8358073614e+02,-8.6096886578e-03,2.4753215960e-01,6.7414335280e-03,9.2855786561e-06,4.2446080124e+02,18.0000,27.0000,5488.897
1.64000000e+00,3.7674754749e+08,2.3709774401e+12,2.2555431188e+05,1.4845016346e+02,1.8443279255e+02,-1.1334284465e-02,2.6603398484e-01,6.6537360198e-03,-3.6499719513e-05,4.2654676140e+02,18.0000,27.0000,5523.640
1.65000000e+00,3.8066076798e+08,2.3421311810e+12,2.2553792601e+05,1.4845028964e+02,1.8526401644e+02,-1.2385760138e-02,2.7020171082e-01,6.6625090762e-03,-9.1252175411e-05,4.2848792595e+02,18.0000,27.0000,5555.079
1.66000000e+00,3.8453655273e+08,2.3230865234e+12,2.2552565058e+05,1.4845218486e+02,1.8607420270e+02,-1.0991960526e-02,2.5810890757e-01,6.8065674586e-03,-1.6027253109e-04,4.3030298812e+02,18.0000,27.0000,5596.701
1.67000000e+00,3.8835662839e+08,2.2878665800e+12,2.2549829137e+05,1.4845227417e+02,1.8686315144e+02,-1.2052315803e-02,2.3166481249e-01,6.7694075159e-03,-1.8318834573e-04,4.3201656006e+02,18.0000,27.0000,5630.251
1.68000000e+00,3.9209171389e+08,2.2644990190e+12,2.2547389476e+05,1.4845268372e+02,1.8763066800e+02,-1.2279547198e-02,1.9539620014e-01,6.7849109281e-03,-2.0762356704e-04,4.3363837044e+02,18.0000,27.0000,5662.776
1.69000000e+00,3.9577224000e+08,2.2456664389e+12,2.2545687994e+05,1.4845373344e+02,1.8837656301e+02,-1.1497323716e-02,1.5385488762e-01,6.8727305271e-03,-1.9375207254e-04,4.3521422453e+02,18.0000,27.0000,5694.277
1.70000000e+00,3.9938104484e+08,2.2172962351e+12,2.2543655880e+05,1.4845316607e+02,1.8910065242e+02,-1.2822980213e-02,1.1048050482e-01,6.8274318764e-03,-1.4977300759e-04,4.3680566907e+02,18.0000,13.0000,5723.691
1.71000000e+00,4.0289516577e+08,2.1972146197e+12,2.2542576215e+05,1.4845264007e+02,1.8980275758e+02,-1.4062125883e-02,7.1210039239e-02,6.8095535245e-03,-8.3506417125e-05,4.3853657687e+02,18.0000,13.0000,5753.195
1.72000000e+00,4.0632693560e+08,2.1795026608e+12,2.2542530190e+05,1.4845230861e+02,1.9048270525e+02,-1.5156285337e-02,4.0905693435e-02,6.8056177125e-03,-4.0042627370e-05,4.4015938028e+02,18.0000,13.0000,5782.257
1.73000000e+00,4.0966146608e+08,2.1604605956e+12,2.2542966865e+05,1.4845121021e+02,1.9114032766e+02,-1.7342048205e-02,2.3018863559e-02,6.7298151035e-03,1.0629117316e-07,4.4167951444e+02,18.0000,13.0000,5812.847
1.74000000e+00,4.1289084863e+08,2.1486365742e+12,2.2544499048e+05,1.4845035788e+02,1.9177546257e+02,-1.9033478538e-02,2.0528818041e-02,6.6907023118e-03,3.9861768575e-05,4.4310119307e+02,18.0000,13.0000,5861.732
1.75000000e+00,4.1603156571e+08,2.1409663912e+12,2.2547041068e+05,1.4844999607e+02,1.9238795325e+02,-1.9903305107e-02,3.6580951448e-02,6.7002832096e-03,5.9873468499e-05,4.4468610249e+02,18.0000,27.0000,5896.760
1.76000000e+00,4.1909762366e+08,2.1381662804e+12,2.2550579228e+05,1.4845077652e+02,1.9297764859e+02,-1.9215571600e-02,7.1438754660e-02,6.7879200399e-03,6.0633999635e-05,4.4622368332e+02,18.0000,27.0000,5938.064
1.77000000e+00,4.2212997217e+08,2.1420533094e+12,2.2555514988e+05,1.4845457680e+02,1.9354440308e+02,-1.5058073903e-02,1.2030062159e-01,7.0620739346e-03,8.1879984751e-05,4.4770807685e+02,18.0000,27.0000,5974.710
1.78000000e+00,4.2516779110e+08,2.1432250351e+12,2.2559522112e+05,1.4845835170e+02,1.9408807690e+02,-1.2566757355e-02,1.7907546835e-01,7.3256405989e-03,1.1657503109e-04,4.4916911089e+02,18.0000,27.0000,6005.311
1.79000000e+00,4.2809693199e+08,2.1164983319e+12,2.2558004101e+05,1.4845212119e+02,1.9460853588e+02,-2.0437628072e-02,2.4484512091e-01,6.8620605802e-03,1.1392010851e-04,4.5062382623e+02,18.0000,27.0000,6038.635
1.80000000e+00,4.3086836910e+08,2.1453632291e+12,2.2559740431e+05,1.4845281127e+02,1.9510565163e+02,-1.9389592023e-02,3.0346566722e-01,7.1497820562e-03,-1.9783562681e-06,4.5182278657e+02,18.0000,27.0000,6075.035
1.81000000e+00,4.3363631728e+08,2.1400199326e+12,2.2560140781e+05,1.4845599488e+02,1.9557930148e+02,-1.7931924683e-02,3.4495116298e-01,7.3057182473e-03,3.1817393668e-05,4.5306030453e+02,18.0000,27.0000,6106.441
1.82000000e+00,4.3629323235e+08,2.1376004980e+12,2.2557031657e+05,1.4845494609e+02,1.9602936857e+02,-2.1780255010e-02,3.6760068877e-01,7.1091833584e-03,4.2398672109e-05,4.5414497689e+02,18.0000,27.0000,6135.616
1.83000000e+00,4.3882933616e+08,2.1517039338e+12,2.2554682454e+05,1.4845632419e+02,1.9645574185e+02,-2.1473984976e-02,3.7111578901e-01,7.1754164218e-03,-4.8423786503e-05,4.5505206637e+02,18.0000,27.0000,6166.017
1.84000000e+00,4.4130728168e+08,2.1585692332e+12,2.2551881287e+05,1.4845836925e+02,1.9685831611e+02,-2.0252600060e-02,3.5124045559e-01,7.2559289187e-03,-1.9060066596e-04,4.5583035004e+02,18.0000,27.0000,6199.340
1.85000000e+00,4.4367993852e+08,2.1682582360e+12,2.2547891552e+05,1.4845823532e+02,1.9723699204e+02,-2.1141770004e-02,3.1174070839e-01,7.1763147013e-03,-1.6868777830e-04,4.5653387863e+02,18.0000,27.0000,6232.024
1.86000000e+00,4.4594496147e+08,2.1849328201e+12,2.2544898103e+05,1.4845935608e+02,1.9759167619e+02,-1.9948964604e-02,2.5762748150e-01,7.2107630322e-03,-1.9274538435e-04,4.5710140628e+02,18.0000,27.0000,6262.039
1.87000000e+00,4.4813127410e+08,2.1999925995e+12,2.2542632777e+05,1.4846068238e+02,1.9792228106e+02,-1.8458118036e-02,1.9227070789e-01,7.2756106572e-03,-2.2468971079e-04,4.5761504358e+02,18.0000,27.0000,6301.209
1.88000000e+00,4.5021012647e+08,2.2180263741e+12,2.2540490443e+05,1.4846031303e+02,1.9822872507e+02,-1.9058727637e-02,1.1942124343e-01,7.2139543229e-03,-2.6813969488e-04,4.5829022300e+02,18.0000,13.0000,6333.142
1.89000000e+00,4.5216730505e+08,2.2420076351e+12,2.2539832097e+05,1.4846002739e+02,1.9851093262e+02,-1.9807562077e-02,5.0603399591e-02,7.1894229289e-03,-2.1980042719e-04,4.5915216783e+02,18.0000,13.0000,6364.469
1.90000000e+00,4.5400301608e+08,2.2685757647e+12,2.2540031927e+05,1.4845881043e+02,1.9876883406e+02,-2.2192463583e-02,-7.3512874419e-03,7.0913257945e-03,-2.2443383364e-04,4.5996656178e+02,18.0000,13.0000,6393.182
1.91000000e+00,4.5568106887e+08,2.3020174321e+12,2.2541085085e+05,1.4845654916e+02,1.9900236577e+02,-2.5937972138e-02,-4.7201594491e-02,6.8998161024e-03,-1.6706849545e-04,4.6063929271e+02,18.0000,13.0000,6425.288
1.92000000e+00,4.5721534725e+08,2.3424304314e+12,2.2544505144e+05,1.4845518698e+02,1.9921147013e+02,-2.7846410482e-02,-5.9662964751e-02,6.8695994355e-03,-1.2088045584e-04,4.6112700184e+02,18.0000,13.0000,6454.791
1.93000000e+00,4.5866266358e+08,2.3810064870e+12,2.2550261973e+05,1.4845508444e+02,1.9939609555e+02,-2.7418225015e-02,-3.8168923129e-02,7.0163153684e-03,-4.5040068055e-05,4.6149094929e+02,18.0000,13.0000,6484.253
1.94000000e+00,4.6008067728e+08,2.4064235798e+12,2.2557473853e+05,1.4845769591e+02,1.9955619646e+02,-2.4101077460e-02,1.9140288694e-02,7.2562436005e-03,1.6170052902e-05,4.6174907748e+02,18.0000,13.0000,6515.028
1.95000000e+00,4.6141344828e+08,2.4299382455e+12,2.2562338401e+05,1.4845807640e+02,1.9969173337e+02,-2.5124320730e-02,1.1280544558e-01,7.0906215715e-03,9.8349825064e-05,4.6186676024e+02,18.0000,13.0000,6547.882
1.96000000e+00,4.6260063547e+08,2.4536339623e+12,2.2568732098e+05,1.4846207107e+02,1.9980267284e+02,-2.2025720183e-02,2.2490544554e-01,7.2297946594e-03,1.4324031839e-04,4.6192968189e+02,18.0000,27.0000,6581.427
1.97000000e+00,4.6376653315e+08,2.4798005407e+12,2.2572730626e+05,1.4846076796e+02,1.9988898750e+02,-2.3191326212e-02,3.4204656559e-01,7.2328815372e-03,3.6874261258e-04,4.6261725185e+02,18.0000,27.0000,6617.145
1.98000000e+00,4.6476438377e+08,2.5270877267e+12,2.2573340999e+05,1.4845959850e+02,1.9995065604e+02,-2.7554558684e-02,4.5502101031e-01,7.0794130177e-03,1.6195635286e-04,4.6329104905e+02,18.0000,27.0000,6647.023
1.99000000e+00,4.6566846520e+08,2.5624857625e+12,2.2574095973e+05,1.4846216041e+02,1.9998766325e+02,-2.7776674805e-02,5.5344391762e-01,7.2866222818e-03,-1.8240891852e-05,4.6364296546e+02,18.0000,27.0000,6684.269
1.99995000e+00,4.6649547401e+08,2.6030977971e+12,2.2570956608e+05,1.4846409096e+02,1.9999999969e+02,-3.1673933092e-02,6.1983842073e-01,7.2235697331e-03,-7.1816113806e-05,4.6380324476e+02,18.0000,27.0000,6713.182
