step,ideal-valve-2D-000029 - data/x_displacement
268002,0.4120628023288961
268502,0.4079939693928523
269002,0.4037840787417595
269502,0.3994564579395743
270002,0.3953219657887088
270502,0.391176865236569
271002,0.386950528941395
271502,0.3828844481206846
272002,0.3789595820138134
272502,0.3750217847631852
273002,0.3710060890985238
273502,0.3672337929374982
274002,0.3635120154682816
274502,0.3599760799219396
275002,0.3565242449451744
275502,0.3532446065283159
276002,0.3501788838434317
276502,0.347144342630765
277002,0.3444144817085701
277502,0.3417755921097949
278002,0.3392480729930114
278502,0.3369361240975397
279002,0.3349674883715619
279502,0.3333675816485095
280002,0.3319225110919362
280502,0.3307297405284439
281002,0.3298210753847124
281502,0.3291066428621641
282002,0.3286334030367224
282502,0.3285199879503449
283002,0.3287319599085616
283502,0.3292661558617802
284002,0.3301513784836618
284502,0.3313620296655071
285002,0.3328361517017588
285502,0.3345436135480926
286002,0.3366045831625508
286502,0.339096956736334
287002,0.3417788773664399
287502,0.3447888075306171
288002,0.3481764889018788
288502,0.3518476752173976
289002,0.3558439495841086
289502,0.3603618694218145
290002,0.3650902280695305
290502,0.3699649689590407
291002,0.375232955633505
291502,0.380694194566533
292002,0.386337221521557
292502,0.3923155416063266
293002,0.3984661341523104
293502,0.4047336629527309
294002,0.4112929685766444
294502,0.4178909916019011
295002,0.4246042420284379
295502,0.4313188962721879
296002,0.438028864142858
296502,0.4446963781843201
297002,0.4513950247563783
297502,0.4580624645263691
298002,0.464605205355878
298502,0.4710129263660507
299002,0.4773737035922532
299502,0.483596861183057
300001,0.4895380629814661
