x,Curve1
1.75275,0.095064
1.75901,0.09278
1.76699,0.089865
1.77347,0.087679
1.77822,0.086465
1.78448,0.084862
1.79182,0.083599
1.7996,0.083309
1.81083,0.083068
1.82206,0.083944
1.83329,0.085259
1.83955,0.087107
1.84819,0.089344
1.8564,0.091775
1.86482,0.09411
1.87044,0.096881
1.87671,0.098875
1.88232,0.101501
1.88794,0.104175
1.89269,0.105731
1.89788,0.107773
1.9022,0.110204
1.90738,0.112441
1.91149,0.115455
1.91754,0.119004
1.92618,0.121339
1.92899,0.124984
1.93288,0.128047
1.93612,0.131353
1.93936,0.134561
1.94368,0.137721
1.94693,0.141367
1.95039,0.146131
1.95384,0.15002
1.95601,0.153617
1.95817,0.156874
1.96206,0.161346
1.96574,0.166839
1.96898,0.171457
1.97309,0.175881
1.9759,0.179624
1.97828,0.183318
1.98022,0.186867
1.98303,0.190659
1.98455,0.194839
1.98801,0.199019
1.99125,0.202811
1.99341,0.206165
1.99428,0.209519
1.99666,0.214574
1.99839,0.21822
2.00142,0.222546
2.00423,0.226241
2.00574,0.23013
2.01007,0.236109
2.01331,0.240241
2.01374,0.24374
2.01677,0.248893
2.02196,0.258372
2.02521,0.26299
2.02866,0.26717
2.03256,0.271788
2.03601,0.276163
2.03861,0.280247
2.0425,0.285351
2.04596,0.290649
2.04877,0.294441
2.05245,0.298767
2.05698,0.302219
2.06023,0.306497
2.06606,0.31024
2.07125,0.312672
2.07686,0.315249
2.08054,0.317291
2.08356,0.320305
2.08896,0.323465
2.09242,0.32643
2.09674,0.329347
2.10106,0.332118
2.10517,0.335764
2.10928,0.338779
2.11511,0.341015
2.12094,0.343641
2.12526,0.345197
2.13217,0.347628
2.13736,0.349865
2.1447,0.35181
2.1527,0.354534
2.15831,0.356333
2.16371,0.357452
2.17213,0.358182
2.17818,0.359544
2.19308,0.359984
2.21144,0.360181
2.22612,0.360427
2.23563,0.360623
2.24491,0.359749
2.2529,0.358487
2.25938,0.358148
2.27234,0.358441
2.29048,0.358882
2.30365,0.358058
2.31207,0.356795
2.32503,0.354513
2.3315,0.352716
2.33798,0.35087
2.34683,0.348538
2.35525,0.346061
2.36216,0.343486
2.37058,0.340814
2.38051,0.337802
2.39044,0.334839
2.39713,0.332361
2.40642,0.328668
2.4116,0.326239
2.41829,0.323275
2.42412,0.319825
2.42995,0.316667
2.43469,0.313459
2.44074,0.309766
2.44786,0.305928
2.45196,0.30238
2.45692,0.299222
2.46318,0.295675
2.4675,0.292516
2.47203,0.289212
2.47656,0.285567
2.48174,0.282603
2.48433,0.27959
2.49016,0.275994
2.49275,0.272398
2.49944,0.268073
2.50484,0.264137
2.50742,0.260249
2.5126,0.257187
2.518,0.253251
2.52253,0.249461
2.52728,0.244893
2.53203,0.241491
2.53591,0.237895
2.54044,0.234202
2.54627,0.230071
2.55166,0.22633
2.55727,0.221081
2.56116,0.216464
2.56785,0.211945
2.57367,0.20694
2.57885,0.202032
2.58576,0.197853
2.59051,0.194305
2.59785,0.190272
2.60605,0.185656
2.61123,0.181477
2.61921,0.176715
2.62677,0.172487
2.63324,0.168017
2.63885,0.164178
2.64598,0.159805
2.64986,0.155382
2.65828,0.150329
2.66389,0.14508
2.67058,0.140561
2.67641,0.136382
2.68159,0.133223
2.68936,0.128704
2.69518,0.123942
2.70187,0.120444
2.70684,0.117236
2.71267,0.114029
2.71957,0.11092
2.72432,0.107956
2.72886,0.105672
2.73296,0.103437
2.74008,0.100036
2.7472,0.097412
2.7567,0.094692
2.76448,0.092749
2.77182,0.08998
2.77678,0.088911
2.78283,0.087114
2.78974,0.085802
2.79945,0.084978
2.81068,0.085806
2.8258,0.086149
2.83422,0.087705
2.84114,0.089213
2.84913,0.090721
2.85388,0.092472
2.86187,0.094806
2.869,0.096751
2.87483,0.100009
2.88261,0.102586
2.8878,0.105844
2.89385,0.108372
2.89882,0.112213
2.90292,0.114838
2.90681,0.117172
2.91135,0.119165
2.91459,0.121839
2.92064,0.12602
2.92518,0.130006
2.93144,0.134625
2.93685,0.139243
2.94117,0.1425
2.94635,0.146681
2.95068,0.150522
2.95586,0.154751
2.95954,0.158737
2.96235,0.162675
2.9643,0.166175
2.9684,0.171182
2.97013,0.175411
2.97424,0.179543
2.9777,0.184015
2.98073,0.18771
2.98397,0.19155
2.987,0.195342
2.99045,0.199085
2.99391,0.202731
2.99737,0.206571
2.99953,0.208321
