demo-340-000092-y_displacement_step,demo-340-000091-y_displacement_step,demo-340-000090-y_displacement_step
0.287588012077301,0.2663621275751996,0.2316924811509521
0.2771535262355619,0.25681960081403765,0.2230616388514911
0.2672319823882142,0.24764391447559098,0.2149078650634918
0.2571644061808621,0.23865845175461253,0.20615425388775177
0.2474750356812071,0.22934434305575702,0.197955641594182
0.23774822092124326,0.22070196530528563,0.19007147268214786
0.22788937545743193,0.21190924249927623,0.1820248679609101
0.21873501646577898,0.20285694912372831,0.17444846599760944
0.20936286220933809,0.19482075697454115,0.16744652576972407
0.1998024238601378,0.186714330797776,0.15994807387179188
0.19131836197015828,0.17857536969582777,0.15264309074434113
0.182939472602495,0.1710041394558467,0.14640433368805417
0.1749203520083823,0.16347003209500988,0.14016180964232727
0.16759228489123557,0.15624922911673422,0.13399825167821355
0.16034645200356035,0.14948854634425734,0.12855125481914997
0.15350964739857498,0.1439414030944418,0.12406040316631806
0.1477775476506581,0.13827037269803466,0.12040700060261689
0.14284675162432692,0.1330913841420317,0.11641534489552108
0.13800696860792672,0.12873063399032636,0.11297883335843972
0.13372673725030382,0.12528140228806672,0.10985558152132524
0.13035569938765879,0.12308061014967142,0.10711695243374708
0.12787025869258006,0.12141743921342718,0.10500830067236266
0.12617546558638704,0.12008288491655905,0.10376480965453572
0.12553680510744358,0.11956297192253784,0.10338583445322602
0.1258593461375045,0.11988926112738729,0.10384419046107485
0.12699913036045418,0.12091332369970542,0.10527136609895849
0.12882750729971237,0.12286099698552866,0.10773149400780835
0.13145005506212704,0.12593836003910297,0.11096035031339169
0.1348740420360376,0.12980760996632135,0.11521372482586101
0.13936386929351652,0.13449385496710964,0.12059605625159542
0.14498048442172118,0.1404481169817685,0.12724662256352504
0.15216081114255087,0.14759865909149894,0.13439214450313808
0.15982268930829002,0.15596845071822696,0.14254531876302112
0.16888226038956533,0.16497886341228363,0.15195840616972645
0.17955630827704694,0.1755252381157747,0.16151490794286405
0.19117662283121495,0.18732573224351545,0.17234059709973948
0.2039057952890616,0.19988902955380616,0.1847142037925008
0.21762294352579625,0.21358411827861767,0.19757395828603996
0.23198372170602088,0.22794763280221042,0.21130654332503085
0.24676079762038283,0.24280746384001717,0.22556107052392316
0.26237146107723575,0.25826425130691166,0.24012349364327845
0.27777123422673167,0.2735315251566407,0.2550897119199743
0.2937120694485432,0.28908352254338265,0.2693792058370891
0.3094724372816041,0.304424939145458,0.2835046593363054
0.3238698419630729,0.31875014862254825,0.2968963168639568
0.3380292728708071,0.3321597985716268,0.30991717927023077
0.3510802300834751,0.34465045559631,0.3211576250201734
0.36335766000751846,0.356548746129829,0.3320448206065362
0.3742964350343979,0.36680416895960766,0.3419397137207637
0.3843258675977218,0.3761646264760373,0.351075209248097
0.3931051547983134,0.38471013796682507,0.35930545873336606
0.4010560052490303,0.3921323492161507,0.3661604534946562
0.40808249519082096,0.39878557223229383,0.3725048935336258
0.4135189966204428,0.40504172907794944,0.3784122911509512
0.41840283504528053,0.4098554347313944,0.38289346573595007
0.4228921907440507,0.4138700678767825,0.3867342943190729
0.4270990968352696,0.41758848081158495,0.39056278694424795
0.43084030770864723,0.4210289438850562,0.39379759235734346
0.4336006334309176,0.42392828452956677,0.3962749075589801
0.4359778939393554,0.4262803140900052,0.39846558850559066
0.4385443280722733,0.42858592393483097,0.400208616008464
0.44115910641279543,0.43089439780216987,0.4014080926103839
0.44331099071080293,0.4325004452038187,0.4021149136073562
0.4449112092316335,0.43364950074389885,0.4024554329078899
0.44605248254412444,0.43468974807460026,0.4025074462058368
0.4468410373401087,0.4355005146310901,0.40230462300606906
0.4473017023318192,0.4358426669254808,0.401866172840757
0.44740537079147347,0.43570862011436395,0.4012020265303634
0.44713109714156174,0.43518890075462,0.4002942321117272
0.4464982983689031,0.4343340535628296,0.39910622175234456
0.4455257148517401,0.4331542338400428,0.3976105635011197
0.4442087318397513,0.4317161534106132,0.3958404002796455
0.4425824961256334,0.4303515050174572,0.39396988151861534
0.4407274357899603,0.4290238106734573,0.39204946594911394
0.43871061729252514,0.42647474611820824,0.3900987457223005
0.43646201272110663,0.4228239543831259,0.38790627169667113
0.43401046188344317,0.4190154668697085,0.3849958031874491
